date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Nike,107.51,107.51,Clothing
2023-01-07,Adidas,47.57,47.57,Clothing
2023-01-09,Oconnell-Valenzuela,22.02,22.02,Groceries
2023-01-11,Uber,265.19,265.19,Travel
2023-01-14,McDonald's,10.63,5.32,Dining
2023-01-16,Zara,168.95,168.95,Clothing
2023-01-17,Starbucks,22.45,22.45,Dining
2023-01-19,Cross Inc,66.9,66.9,Entertainment
2023-01-20,Christian Ltd,65.37,65.37,Clothing
2023-01-22,Delta Airlines,341.62,341.62,Travel
2023-01-23,IKEA,93.26,93.26,Home
2023-01-24,Giles-Garcia,296.9,296.9,Electronics
2023-01-25,Uber,255.87,255.87,Travel
2023-01-26,McDonald's,41.05,13.68,Dining
2023-01-28,Delta Airlines,181.03,181.03,Travel
2023-01-29,McDonald's,21.75,21.75,Dining
2023-01-31,Delta Airlines,236.04,236.04,Travel
2023-02-05,Galloway-Hubbard,150.52,150.52,Home
2023-02-06,Amazon,875.55,291.85,Electronics
2023-02-07,Orr PLC,23.41,23.41,Health
2023-02-10,Hardy Ltd,177.85,177.85,Clothing
2023-02-13,Mcguire LLC,27.66,9.22,Dining
2023-02-15,H&M,34.27,34.27,Clothing
2023-02-19,Starbucks,24.68,24.68,Dining
2023-02-20,McDonald's,56.9,18.97,Dining
2023-03-01,Solis-Reilly,35.83,35.83,Health
2023-03-04,Nike,32.26,32.26,Clothing
2023-03-06,McDonald's,43.16,43.16,Dining
2023-03-07,"Allen, Hurst and Davenport",91.44,91.44,Entertainment
2023-03-09,Walters-Taylor,108.78,108.78,Clothing
2023-03-10,Walgreens,11.15,5.58,Health
2023-03-12,Delta Airlines,344.02,344.02,Travel
2023-03-13,Uber,368.86,368.86,Travel
2023-03-14,Walgreens,31.07,15.54,Health
2023-03-15,Adidas,173.31,173.31,Clothing
2023-03-18,Nike,115.17,115.17,Clothing
2023-03-19,Walmart,125.36,41.79,Groceries
2023-03-20,Starbucks,44.62,14.87,Dining
2023-03-22,Target,105.44,105.44,Groceries
2023-03-25,Walgreens,58.23,29.11,Health
2023-03-26,Amazon,852.16,852.16,Electronics
