date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Adidas,95.69,95.69,Clothing
2023-01-03,McDonald's,37.65,12.55,Dining
2023-01-04,H&M,142.13,71.06,Clothing
2023-01-05,"Young, Frost and Garrett",291.4,291.4,Travel
2023-01-06,Zara,169.04,169.04,Clothing
2023-01-07,"Hernandez, Baxter and Jones",131.91,65.95,Home
2023-01-09,Target,134.3,134.3,Groceries
2023-01-12,Walgreens,86.49,86.49,Health
2023-01-13,CVS,61.18,61.18,Health
2023-01-14,Sellers LLC,180.03,180.03,Clothing
2023-01-15,"Lewis, Jones and Garner",917.86,917.86,Electronics
2023-01-16,Walgreens,19.47,19.47,Health
2023-01-18,CVS,51.57,51.57,Health
2023-01-19,H&M,49.5,49.5,Clothing
2023-01-21,Apple,742.22,742.22,Electronics
2023-01-22,Delta Airlines,58.13,19.38,Travel
2023-01-24,Lucas-Williams,497.85,248.93,Electronics
2023-01-25,Amazon,143.8,143.8,Electronics
2023-01-26,Amazon,403.4,201.7,Electronics
2023-01-28,Adidas,136.55,136.55,Clothing
2023-01-29,Apple,292.4,292.4,Electronics
2023-01-30,Walmart,105.54,105.54,Groceries
2023-01-31,Stewart Group,37.14,37.14,Health
2023-02-01,Uber,432.71,216.35,Travel
2023-02-07,Target,78.36,78.36,Groceries
2023-02-09,Walgreens,90.71,90.71,Health
2023-02-11,H&M,64.34,64.34,Clothing
2023-02-12,Smith-Murray,303.52,303.52,Home
2023-02-15,Adidas,39.19,39.19,Clothing
2023-02-17,Roberts Inc,26.52,26.52,Entertainment
2023-02-18,Fischer-Berger,213.0,106.5,Electronics
2023-02-19,Huber-Gray,481.62,481.62,Electronics
2023-02-21,Cole PLC,59.61,59.61,Home
2023-02-22,Adidas,133.6,133.6,Clothing
2023-02-24,Austin-Fischer,131.18,65.59,Clothing
2023-02-25,Walmart,63.32,63.32,Groceries
2023-02-26,Oliver-Davis,54.23,54.23,Entertainment
2023-03-02,Parks-Schneider,93.89,31.3,Health
2023-03-04,"Jackson, Garcia and Cochran",72.68,72.68,Entertainment
2023-03-05,Delta Airlines,212.64,212.64,Travel
2023-03-07,Target,143.73,143.73,Groceries
2023-03-11,Adidas,141.94,141.94,Clothing
2023-03-14,CVS,28.86,28.86,Health
2023-03-15,Nike,30.27,10.09,Clothing
2023-03-17,CVS,22.09,22.09,Health
2023-03-18,Apple,267.07,133.53,Electronics
2023-03-19,"Hernandez, Thomas and Barrett",49.67,49.67,Health
2023-03-20,Walmart,64.48,64.48,Groceries
2023-03-22,Amazon,187.16,187.16,Electronics
2023-03-28,IKEA,353.04,353.04,Home
2023-03-30,Adidas,77.51,77.51,Clothing
2023-03-31,McDonald's,53.49,53.49,Dining
