date,business_name,amount_of_deal,amount_paid,category
2023-01-01,McDonald's,24.15,24.15,Dining
2023-01-04,Walgreens,62.18,62.18,Health
2023-01-05,Walmart,72.62,72.62,Groceries
2023-01-08,H&M,166.8,166.8,Clothing
2023-01-09,Apple,837.3,837.3,Electronics
2023-01-10,Nike,34.52,34.52,Clothing
2023-01-14,Nike,97.82,97.82,Clothing
2023-01-15,Target,26.25,26.25,Groceries
2023-01-21,Amazon,880.0,880.0,Electronics
2023-01-24,Edwards Ltd,410.91,205.46,Travel
2023-01-27,Walmart,69.28,69.28,Groceries
2023-01-28,Martinez PLC,154.77,154.77,Clothing
2023-01-30,Adidas,195.39,195.39,Clothing
2023-01-31,Target,34.34,34.34,Groceries
2023-02-01,IKEA,205.29,102.64,Home
2023-02-07,McDonald's,48.54,48.54,Dining
2023-02-08,Starbucks,26.47,26.47,Dining
2023-02-10,Starbucks,10.54,10.54,Dining
2023-02-11,Uber,450.75,450.75,Travel
2023-02-14,Walmart,118.89,118.89,Groceries
2023-02-17,Apple,627.28,627.28,Electronics
2023-02-18,Adidas,63.14,63.14,Clothing
2023-02-19,McDonald's,38.02,38.02,Dining
2023-02-20,McDonald's,46.67,46.67,Dining
2023-02-23,Walmart,75.61,75.61,Groceries
2023-02-25,Clark-Gallagher,89.56,89.56,Clothing
2023-02-26,Starbucks,36.94,36.94,Dining
2023-02-28,Romero-Patel,491.54,163.85,Travel
2023-03-04,"Brock, Reyes and Martinez",12.25,12.25,Health
2023-03-07,Keller-Stevens,87.84,87.84,Entertainment
2023-03-08,CVS,68.24,68.24,Health
2023-03-09,Apple,102.42,34.14,Electronics
2023-03-10,Target,28.72,28.72,Groceries
2023-03-11,H&M,180.83,180.83,Clothing
2023-03-12,Amazon,906.1,906.1,Electronics
2023-03-15,CVS,73.36,73.36,Health
2023-03-16,Apple,815.82,815.82,Electronics
2023-03-18,Day-Jackson,50.13,50.13,Clothing
2023-03-20,Adidas,170.51,170.51,Clothing
2023-03-21,Drake-Carlson,95.52,95.52,Groceries
2023-03-22,Adidas,57.06,57.06,Clothing
2023-03-25,Nike,42.25,42.25,Clothing
2023-03-26,Walgreens,73.07,73.07,Health
2023-03-27,Target,21.99,21.99,Groceries
2023-03-28,Krueger Ltd,253.33,253.33,Home
2023-03-29,McDonald's,30.98,30.98,Dining
2023-03-31,Amazon,914.77,914.77,Electronics
