date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Apple,973.27,973.27,Electronics
2023-01-03,Morales Ltd,60.33,60.33,Travel
2023-01-08,Gray-Taylor,180.54,90.27,Travel
2023-01-10,Amazon,177.72,177.72,Electronics
2023-01-11,Amazon,603.53,603.53,Electronics
2023-01-16,Peck and Sons,830.64,415.32,Electronics
2023-01-18,Walmart,114.53,114.53,Groceries
2023-01-20,Apple,402.33,402.33,Electronics
2023-01-22,Nike,100.92,33.64,Clothing
2023-01-25,McDonald's,31.45,10.48,Dining
2023-01-29,"Barton, Kline and Spencer",11.82,11.82,Dining
2023-01-30,"Aguirre, Martin and Clarke",107.53,107.53,Electronics
2023-01-31,Adidas,79.34,39.67,Clothing
2023-02-01,Apple,526.93,526.93,Electronics
2023-02-03,Brock-Griffin,53.1,53.1,Health
2023-02-05,"Trevino, Fowler and Holland",59.03,59.03,Health
2023-02-06,Campos and Sons,89.12,89.12,Health
2023-02-07,Zara,105.46,105.46,Clothing
2023-02-11,Uber,338.37,338.37,Travel
2023-02-14,Target,81.96,81.96,Groceries
2023-02-16,Delta Airlines,134.58,134.58,Travel
2023-02-24,Walmart,104.28,104.28,Groceries
2023-02-26,H&M,75.86,75.86,Clothing
2023-03-01,Walmart,33.22,33.22,Groceries
2023-03-02,Zara,172.05,57.35,Clothing
2023-03-04,Apple,865.88,865.88,Electronics
2023-03-06,H&M,163.53,163.53,Clothing
2023-03-08,Blankenship-Mckay,199.0,199.0,Clothing
2023-03-11,Thomas Inc,91.12,91.12,Entertainment
2023-03-12,"Garcia, Mccullough and Delgado",321.92,321.92,Home
2023-03-14,Adidas,195.78,195.78,Clothing
2023-03-22,Ruiz-Cohen,117.99,117.99,Clothing
2023-03-23,Uber,278.55,278.55,Travel
2023-03-25,"Nelson, Pennington and Mcfarland",81.13,81.13,Clothing
2023-03-28,"Robinson, Perez and Prince",99.51,49.76,Entertainment
2023-03-30,Walgreens,64.32,32.16,Health
