date,income,expense,balance,description
2023-01-02,5526.39,0.0,11532.93,Salary
2023-01-08,0.0,103.68,11429.25,Wire Transfer
2023-01-11,0.0,83.86,11345.39,Bill Payment
2023-01-12,0.0,67.14,11278.25,ATM Withdrawal
2023-01-15,0.0,88.91,11189.34,ATM Withdrawal
2023-01-17,0.0,146.27,11043.07,ATM Withdrawal
2023-01-23,0.0,118.38,10924.69,Wire Transfer
2023-01-24,9.93,0.0,10934.62,Interest Payment
2023-01-28,0.0,1439.08,18122.7,Credit Card Payment
2023-01-29,0.0,112.86,10821.76,ATM Withdrawal
2023-01-30,0.0,60.05,10761.71,ATM Withdrawal
2023-02-01,0.0,135.02,10626.69,ATM Withdrawal
2023-02-02,5441.21,0.0,16067.9,Salary
2023-02-04,0.0,88.63,15979.27,ATM Withdrawal
2023-02-05,0.0,56.06,15923.21,Bill Payment
2023-02-06,0.0,146.22,15776.99,ATM Withdrawal
2023-02-10,0.0,145.82,15631.17,ATM Withdrawal
2023-02-12,0.0,124.23,15506.94,Wire Transfer
2023-02-15,0.0,75.67,15431.27,Wire Transfer
2023-02-20,0.0,129.0,15302.27,Bill Payment
2023-02-22,0.0,117.51,15184.76,Bill Payment
2023-02-23,0.0,100.41,15084.35,Wire Transfer
2023-02-24,9.81,0.0,15094.16,Interest Payment
2023-02-25,0.0,138.11,14956.05,Bill Payment
2023-02-27,0.0,23.82,14932.23,ATM Withdrawal
2023-02-28,0.0,120.71,14811.52,Bill Payment
2023-02-28,0.0,1297.85,16824.85,Credit Card Payment
2023-03-02,5515.51,0.0,20327.03,Salary
2023-03-03,0.0,54.37,20272.66,Bill Payment
2023-03-06,0.0,68.61,20204.05,Wire Transfer
2023-03-12,0.0,31.84,20172.21,ATM Withdrawal
2023-03-15,0.0,120.94,20051.27,ATM Withdrawal
2023-03-19,0.0,87.11,19964.16,Bill Payment
2023-03-20,0.0,81.48,19882.68,ATM Withdrawal
2023-03-22,0.0,82.38,19800.3,Wire Transfer
2023-03-24,8.7,0.0,19809.0,Interest Payment
2023-03-24,0.0,66.22,19742.78,Bill Payment
2023-03-25,0.0,137.78,19605.0,Bill Payment
2023-03-28,0.0,43.22,19561.78,Bill Payment
2023-03-28,0.0,1913.77,14911.08,Credit Card Payment
2023-04-28,0.0,313.19,14597.89,Credit Card Payment
2023-05-28,0.0,143.03,14454.86,Credit Card Payment
