date,income,expense,balance,description
2023-01-05,4655.61,0.0,6697.86,Salary
2023-01-05,0.0,45.22,6652.64,Bill Payment
2023-01-06,0.0,78.56,6574.08,Loan Payment
2023-01-07,0.0,88.56,6485.52,Wire Transfer
2023-01-11,0.0,24.89,6460.63,Loan Payment
2023-01-14,0.0,118.01,6342.62,Bill Payment
2023-01-15,0.0,109.49,6233.13,ATM Withdrawal
2023-01-20,4.14,0.0,6237.27,Interest Payment
2023-01-21,0.0,132.21,6105.06,Wire Transfer
2023-01-22,0.0,121.65,5983.41,ATM Withdrawal
2023-01-26,0.0,58.28,5925.13,Wire Transfer
2023-01-27,0.0,62.48,5862.65,ATM Withdrawal
2023-01-28,0.0,1806.88,11560.71,Credit Card Payment
2023-01-29,0.0,30.26,5832.39,Wire Transfer
2023-01-30,0.0,57.75,5774.64,Wire Transfer
2023-01-31,0.0,109.95,5664.69,ATM Withdrawal
2023-02-01,0.0,47.67,5617.02,ATM Withdrawal
2023-02-03,0.0,116.63,5500.39,ATM Withdrawal
2023-02-04,0.0,54.14,5446.25,Bill Payment
2023-02-05,4710.26,0.0,10156.51,Salary
2023-02-06,0.0,131.61,10024.9,Wire Transfer
2023-02-09,0.0,39.47,9985.43,ATM Withdrawal
2023-02-12,0.0,68.84,9916.59,ATM Withdrawal
2023-02-15,0.0,46.63,9869.96,ATM Withdrawal
2023-02-16,0.0,76.61,9793.35,ATM Withdrawal
2023-02-17,0.0,71.34,9722.01,ATM Withdrawal
2023-02-18,0.0,127.81,9594.2,ATM Withdrawal
2023-02-19,0.0,35.63,9558.57,ATM Withdrawal
2023-02-20,7.89,0.0,9566.46,Interest Payment
2023-02-24,0.0,135.03,9431.43,Wire Transfer
2023-02-28,0.0,1810.84,9749.87,Credit Card Payment
2023-03-04,0.0,142.06,9289.37,Bill Payment
2023-03-05,4708.11,0.0,13997.48,Salary
2023-03-07,0.0,102.06,13895.42,ATM Withdrawal
2023-03-12,0.0,77.36,13818.06,Bill Payment
2023-03-13,0.0,83.77,13734.29,Wire Transfer
2023-03-15,0.0,93.03,13641.26,Wire Transfer
2023-03-20,8.09,0.0,13649.35,Interest Payment
2023-03-25,0.0,39.11,13610.24,Bill Payment
2023-03-28,0.0,143.74,13466.5,ATM Withdrawal
2023-03-28,0.0,1787.36,7962.51,Credit Card Payment
2023-03-31,0.0,98.91,13367.59,ATM Withdrawal
2023-04-28,0.0,368.22,7594.29,Credit Card Payment
2023-05-28,0.0,252.52,7341.77,Credit Card Payment
