date,business_name,amount_of_deal,amount_paid,category
2023-01-02,H&M,180.72,180.72,Clothing
2023-01-06,Amazon,597.92,597.92,Electronics
2023-01-09,Walgreens,64.74,64.74,Health
2023-01-13,Amazon,338.7,338.7,Electronics
2023-01-14,Walgreens,45.5,22.75,Health
2023-01-15,Brown Ltd,71.57,71.57,Groceries
2023-01-16,Brennan PLC,171.75,171.75,Travel
2023-01-17,Adidas,179.13,179.13,Clothing
2023-01-21,Delta Airlines,156.45,52.15,Travel
2023-01-26,Patton Group,44.87,14.96,Entertainment
2023-01-27,Adidas,143.04,143.04,Clothing
2023-01-31,Apple,484.95,484.95,Electronics
2023-02-01,White Group,320.65,320.65,Travel
2023-02-02,Zara,124.97,124.97,Clothing
2023-02-03,Starbucks,49.37,16.46,Dining
2023-02-08,McDonald's,24.74,24.74,Dining
2023-02-09,Walgreens,39.31,39.31,Health
2023-02-10,Delta Airlines,418.0,418.0,Travel
2023-02-12,CVS,84.6,84.6,Health
2023-02-17,Smith LLC,655.74,655.74,Electronics
2023-02-18,Starbucks,39.22,39.22,Dining
2023-02-19,"Haynes, Stephens and Ramos",19.13,6.38,Entertainment
2023-02-21,Harrington LLC,67.23,67.23,Groceries
2023-02-22,Apple,420.96,140.32,Electronics
2023-02-24,CVS,82.52,82.52,Health
2023-02-25,Nike,116.79,58.4,Clothing
2023-02-27,Uber,320.39,160.19,Travel
2023-03-02,Adidas,110.79,36.93,Clothing
2023-03-03,CVS,37.52,37.52,Health
2023-03-08,Bryan-Francis,62.42,62.42,Home
2023-03-10,Young Ltd,68.16,68.16,Clothing
2023-03-11,Burns-Murray,195.18,195.18,Clothing
2023-03-16,"Duncan, Mayer and Hansen",69.72,69.72,Health
2023-03-21,Uber,444.58,444.58,Travel
2023-03-22,"Davis, Weber and Cortez",77.88,38.94,Entertainment
2023-03-28,IKEA,307.73,307.73,Home
2023-03-29,Walmart,122.69,122.69,Groceries
