date,income,expense,balance,description
2023-01-01,0.0,95.18,3425.84,Wire Transfer
2023-01-03,3893.34,0.0,7319.18,Salary
2023-01-06,0.0,79.75,7239.43,Bill Payment
2023-01-09,0.0,43.57,7195.86,ATM Withdrawal
2023-01-12,0.0,116.7,7079.16,Bill Payment
2023-01-14,0.0,76.34,7002.82,ATM Withdrawal
2023-01-15,0.0,142.85,6859.97,Wire Transfer
2023-01-21,0.0,115.63,6744.34,Bill Payment
2023-01-24,0.0,122.59,6621.75,ATM Withdrawal
2023-01-25,0.0,40.17,6581.58,Bill Payment
2023-01-27,0.0,101.19,6480.39,Bill Payment
2023-01-28,2.36,0.0,6482.75,Interest Payment
2023-01-28,0.0,2388.56,10325.11,Credit Card Payment
2023-01-29,0.0,86.89,6395.86,Bill Payment
2023-02-03,4045.26,0.0,10441.12,Salary
2023-02-03,0.0,60.59,10380.53,ATM Withdrawal
2023-02-05,0.0,120.84,10259.69,Wire Transfer
2023-02-11,0.0,32.07,10227.62,Bill Payment
2023-02-12,0.0,26.37,10201.25,Wire Transfer
2023-02-13,0.0,135.47,10065.78,ATM Withdrawal
2023-02-14,0.0,131.71,9934.07,ATM Withdrawal
2023-02-15,0.0,34.38,9899.69,ATM Withdrawal
2023-02-24,0.0,133.47,9766.22,Wire Transfer
2023-02-25,0.0,93.55,9672.67,Wire Transfer
2023-02-28,8.46,0.0,9681.13,Interest Payment
2023-02-28,0.0,139.17,9541.96,ATM Withdrawal
2023-02-28,0.0,2646.22,7678.89,Credit Card Payment
2023-03-02,0.0,48.46,9493.5,ATM Withdrawal
2023-03-03,4068.11,0.0,13561.61,Salary
2023-03-04,0.0,30.62,13530.99,ATM Withdrawal
2023-03-05,0.0,107.32,13423.67,Bill Payment
2023-03-09,0.0,123.01,13300.66,Loan Payment
2023-03-10,0.0,38.72,13261.94,ATM Withdrawal
2023-03-11,0.0,64.65,13197.29,Bill Payment
2023-03-12,0.0,133.05,13064.24,Bill Payment
2023-03-21,0.0,96.27,12967.97,ATM Withdrawal
2023-03-23,0.0,106.7,12861.27,Loan Payment
2023-03-25,0.0,58.55,12802.72,Wire Transfer
2023-03-26,0.0,92.16,12710.56,Wire Transfer
2023-03-28,3.11,0.0,12713.67,Interest Payment
2023-03-28,0.0,2778.61,4900.28,Credit Card Payment
2023-04-28,0.0,153.4,4746.88,Credit Card Payment
2023-05-28,0.0,78.87,4668.01,Credit Card Payment
