date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Adidas,117.37,117.37,Clothing
2023-01-02,IKEA,79.85,79.85,Home
2023-01-03,McDonald's,43.7,14.57,Dining
2023-01-06,Uber,397.65,198.82,Travel
2023-01-07,"Lewis, Graves and Graves",435.43,435.43,Travel
2023-01-08,McDonald's,56.28,56.28,Dining
2023-01-09,Kirk-Smith,89.16,89.16,Groceries
2023-01-11,"Yang, King and Young",55.82,55.82,Clothing
2023-01-16,Benson-Green,64.46,64.46,Entertainment
2023-01-18,McDonald's,43.39,43.39,Dining
2023-01-21,Zara,138.99,138.99,Clothing
2023-01-23,Wilkins Group,62.26,62.26,Entertainment
2023-01-24,Rose-Rodriguez,478.18,478.18,Travel
2023-01-27,Target,31.71,31.71,Groceries
2023-01-29,Henry Ltd,159.22,159.22,Clothing
2023-02-05,"Arellano, Boyd and Brown",184.53,184.53,Home
2023-02-06,Jones and Sons,33.06,33.06,Health
2023-02-09,"Wright, Smith and Adams",41.83,41.83,Clothing
2023-02-16,Target,26.51,26.51,Groceries
2023-02-18,Apple,133.16,133.16,Electronics
2023-02-23,"Greer, Sparks and Watson",153.89,153.89,Travel
2023-02-24,Uber,400.85,133.62,Travel
2023-02-27,IKEA,220.2,73.4,Home
2023-02-28,CVS,30.91,30.91,Health
2023-03-01,Newman-Welch,68.05,22.68,Groceries
2023-03-02,Delta Airlines,243.2,243.2,Travel
2023-03-03,CVS,91.36,91.36,Health
2023-03-05,H&M,67.37,67.37,Clothing
2023-03-06,Starbucks,38.7,38.7,Dining
2023-03-07,Walmart,25.43,25.43,Groceries
2023-03-11,Uber,147.17,147.17,Travel
2023-03-15,Starbucks,11.85,11.85,Dining
2023-03-17,Starbucks,57.16,57.16,Dining
2023-03-18,Bailey-Huang,760.38,760.38,Electronics
2023-03-19,CVS,68.73,68.73,Health
2023-03-22,Apple,520.05,520.05,Electronics
2023-03-24,H&M,74.95,24.98,Clothing
2023-03-25,"Stewart, Mccann and Ortiz",121.99,121.99,Groceries
2023-03-26,IKEA,62.56,62.56,Home
