date,business_name,amount_of_deal,amount_paid,category
2023-01-03,Starbucks,54.66,54.66,Dining
2023-01-04,"Williams, Gonzalez and Higgins",89.19,89.19,Entertainment
2023-01-07,Amazon,260.36,260.36,Electronics
2023-01-10,Zara,70.51,23.5,Clothing
2023-01-16,Apple,847.98,847.98,Electronics
2023-01-21,Apple,788.86,788.86,Electronics
2023-01-23,Starbucks,22.11,22.11,Dining
2023-01-26,"Medina, Snow and Spencer",31.94,15.97,Groceries
2023-01-27,"Nelson, Hernandez and Lawson",93.96,46.98,Groceries
2023-01-31,Zara,78.2,26.07,Clothing
2023-02-03,Nelson-Haas,576.74,576.74,Electronics
2023-02-07,Hodges Inc,128.28,128.28,Electronics
2023-02-09,Adidas,36.32,36.32,Clothing
2023-02-11,Target,37.13,37.13,Groceries
2023-02-12,Adidas,130.82,43.61,Clothing
2023-02-13,CVS,31.61,10.54,Health
2023-02-14,"Mitchell, Doyle and Lopez",63.11,63.11,Groceries
2023-02-15,Zara,67.97,33.98,Clothing
2023-02-19,McDonald's,21.23,21.23,Dining
2023-02-20,Norton and Sons,20.51,20.51,Dining
2023-02-21,Chen Ltd,125.43,125.43,Clothing
2023-02-25,Apple,764.48,764.48,Electronics
2023-02-27,Amazon,629.15,629.15,Electronics
2023-02-28,Delta Airlines,493.14,493.14,Travel
2023-03-05,Apple,972.5,972.5,Electronics
2023-03-11,Apple,722.83,722.83,Electronics
2023-03-13,Apple,826.15,826.15,Electronics
2023-03-14,Walgreens,87.71,87.71,Health
2023-03-15,Gonzalez-Chavez,193.7,193.7,Home
2023-03-18,Walgreens,87.8,87.8,Health
2023-03-19,"Martinez, Williams and Hunt",71.44,71.44,Health
2023-03-21,Starbucks,17.32,17.32,Dining
2023-03-22,"Stein, Espinoza and Gonzalez",393.88,393.88,Travel
2023-03-31,Glover Ltd,542.5,542.5,Electronics
