date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Uber,278.74,139.37,Travel
2023-01-02,Uber,99.09,49.55,Travel
2023-01-05,Wang and Sons,374.73,374.73,Electronics
2023-01-10,Amazon,708.55,708.55,Electronics
2023-01-17,Baker-Nelson,96.93,96.93,Travel
2023-01-20,"Maldonado, Irwin and Mitchell",111.48,111.48,Travel
2023-01-24,Apple,966.36,966.36,Electronics
2023-01-27,Walmart,125.76,125.76,Groceries
2023-01-28,Ellis Inc,199.34,66.45,Home
2023-01-29,Zara,91.58,45.79,Clothing
2023-01-30,Kim-Dunn,197.79,197.79,Home
2023-01-31,Myers and Sons,37.67,37.67,Entertainment
2023-02-01,Adidas,69.76,69.76,Clothing
2023-02-03,Walmart,27.62,27.62,Groceries
2023-02-05,Walgreens,99.93,99.93,Health
2023-02-07,McDonald's,17.45,17.45,Dining
2023-02-15,Ramirez LLC,144.33,144.33,Groceries
2023-02-16,Miranda-Leon,33.68,33.68,Clothing
2023-02-17,"Johnson, Cook and Bailey",37.6,37.6,Home
2023-02-18,Hall-Williams,81.16,81.16,Health
2023-02-20,Delta Airlines,308.35,308.35,Travel
2023-02-22,Walmart,71.06,71.06,Groceries
2023-02-23,Target,36.69,36.69,Groceries
2023-02-25,Nike,64.24,64.24,Clothing
2023-02-28,Zara,42.86,42.86,Clothing
2023-03-03,Amazon,318.15,318.15,Electronics
2023-03-05,IKEA,390.13,390.13,Home
2023-03-08,McDonald's,58.93,58.93,Dining
2023-03-11,Hernandez-Morales,70.27,35.13,Health
2023-03-13,Apple,160.96,160.96,Electronics
2023-03-16,Delta Airlines,380.01,380.01,Travel
2023-03-17,Walgreens,25.15,8.38,Health
2023-03-19,Starbucks,14.67,14.67,Dining
2023-03-21,Phillips and Sons,79.64,79.64,Clothing
2023-03-22,Carter PLC,50.85,50.85,Dining
2023-03-26,"Lawrence, Cook and Walker",461.68,461.68,Electronics
2023-03-30,Uber,352.08,352.08,Travel
2023-03-31,IKEA,181.66,181.66,Home
