date,business_name,amount_of_deal,amount_paid,category
2023-01-03,H&M,78.71,78.71,Clothing
2023-01-09,H&M,84.24,42.12,Clothing
2023-01-10,Zara,49.71,49.71,Clothing
2023-01-11,H&M,54.82,54.82,Clothing
2023-01-12,Apple,758.75,758.75,Electronics
2023-01-13,Walmart,111.03,37.01,Groceries
2023-01-16,"Harris, Williams and Davis",18.16,18.16,Health
2023-01-22,Nike,192.79,192.79,Clothing
2023-01-23,"Foster, Wolf and Paul",57.41,57.41,Home
2023-01-28,Amazon,707.36,353.68,Electronics
2023-01-30,Uber,192.72,192.72,Travel
2023-02-03,"Smith, Young and Harper",336.26,336.26,Home
2023-02-04,Delta Airlines,59.57,59.57,Travel
2023-02-05,Nike,126.19,126.19,Clothing
2023-02-06,Perry Ltd,75.73,75.73,Home
2023-02-07,Johnson LLC,88.72,88.72,Groceries
2023-02-08,CVS,90.68,90.68,Health
2023-02-09,Target,118.15,59.08,Groceries
2023-02-10,Adidas,160.53,160.53,Clothing
2023-02-12,Anderson Ltd,57.42,57.42,Dining
2023-02-17,Walgreens,98.98,49.49,Health
2023-02-21,Wilson and Sons,54.17,54.17,Travel
2023-02-23,CVS,81.44,27.15,Health
2023-02-24,"Garner, Walton and Herring",38.39,19.2,Dining
2023-02-26,Delta Airlines,314.28,314.28,Travel
2023-03-04,McDonald's,45.05,45.05,Dining
2023-03-08,"Taylor, Parker and Roberts",72.44,72.44,Entertainment
2023-03-11,Adidas,194.25,194.25,Clothing
2023-03-13,Delta Airlines,483.95,483.95,Travel
2023-03-14,IKEA,287.61,287.61,Home
2023-03-21,Rodriguez and Sons,28.53,28.53,Groceries
2023-03-22,H&M,50.49,50.49,Clothing
2023-03-23,"Martin, Howard and Morris",25.23,12.62,Dining
2023-03-26,Walmart,82.15,82.15,Groceries
2023-03-30,"Holland, Melendez and Riley",398.16,398.16,Home
2023-03-31,Target,102.5,102.5,Groceries
