date,income,expense,balance,description
2023-01-02,3993.73,0.0,5569.29,Salary
2023-01-02,0.0,144.34,5424.95,Bill Payment
2023-01-05,0.0,135.7,5289.25,ATM Withdrawal
2023-01-07,0.0,125.65,5163.6,ATM Withdrawal
2023-01-13,0.0,122.84,5040.76,ATM Withdrawal
2023-01-14,0.0,85.78,4954.98,Bill Payment
2023-01-15,0.0,48.95,4906.03,ATM Withdrawal
2023-01-22,0.0,106.29,4799.74,Bill Payment
2023-01-24,0.0,25.78,4773.96,ATM Withdrawal
2023-01-26,0.0,116.26,4657.7,ATM Withdrawal
2023-01-28,4.45,0.0,4662.15,Interest Payment
2023-01-28,0.0,1801.63,8537.83,Credit Card Payment
2023-01-29,0.0,143.47,4518.68,Wire Transfer
2023-02-02,3791.24,0.0,8309.92,Salary
2023-02-10,0.0,99.61,8210.31,Wire Transfer
2023-02-11,0.0,32.77,8177.54,Bill Payment
2023-02-13,0.0,132.43,8045.11,ATM Withdrawal
2023-02-16,0.0,107.03,7938.08,ATM Withdrawal
2023-02-17,0.0,113.28,7824.8,Bill Payment
2023-02-25,0.0,130.64,7694.16,Bill Payment
2023-02-26,0.0,115.96,7578.2,ATM Withdrawal
2023-02-28,7.42,0.0,7585.62,Interest Payment
2023-02-28,0.0,969.61,7568.22,Credit Card Payment
2023-03-01,0.0,144.33,7441.29,Loan Payment
2023-03-02,3778.22,0.0,11219.51,Salary
2023-03-07,0.0,91.86,11127.65,Wire Transfer
2023-03-08,0.0,149.87,10977.78,ATM Withdrawal
2023-03-09,0.0,139.45,10838.33,ATM Withdrawal
2023-03-10,0.0,40.1,10798.23,ATM Withdrawal
2023-03-16,0.0,74.12,10724.11,ATM Withdrawal
2023-03-19,0.0,145.35,10578.76,ATM Withdrawal
2023-03-22,0.0,24.37,10554.39,Bill Payment
2023-03-28,5.47,0.0,10559.86,Interest Payment
2023-03-28,0.0,90.58,10469.28,ATM Withdrawal
2023-03-28,0.0,1942.88,5625.34,Credit Card Payment
2023-03-31,0.0,129.82,10339.46,ATM Withdrawal
2023-04-28,0.0,469.31,5156.03,Credit Card Payment
2023-05-28,0.0,68.79,5087.24,Credit Card Payment
