date,business_name,amount_of_deal,amount_paid,category
2023-01-01,"Miller, Rivera and Foster",47.83,47.83,Clothing
2023-01-02,Nguyen Inc,117.51,117.51,Clothing
2023-01-03,Ritter-Smith,341.92,341.92,Home
2023-01-04,Delta Airlines,117.66,117.66,Travel
2023-01-09,Estrada-Mooney,41.78,41.78,Clothing
2023-01-10,Zara,189.55,189.55,Clothing
2023-01-11,"Bell, Brown and Cook",892.58,892.58,Electronics
2023-01-12,Walmart,96.23,96.23,Groceries
2023-01-13,McDonald's,55.27,55.27,Dining
2023-01-15,Gonzalez-Lang,85.72,85.72,Health
2023-01-16,Delta Airlines,390.24,130.08,Travel
2023-01-17,"Hanson, Padilla and Ferguson",34.23,34.23,Entertainment
2023-01-18,Walmart,55.09,18.36,Groceries
2023-01-19,Osborn LLC,760.01,380.0,Electronics
2023-01-20,McDonald's,47.75,47.75,Dining
2023-01-25,Target,45.33,45.33,Groceries
2023-01-27,Turner and Sons,18.53,6.18,Entertainment
2023-01-29,Walgreens,47.84,47.84,Health
2023-01-30,Amazon,371.79,371.79,Electronics
2023-02-03,Kemp-Mccormick,413.07,413.07,Travel
2023-02-04,"Torres, Kelly and Lawson",75.02,75.02,Entertainment
2023-02-05,Humphrey-Cohen,165.63,165.63,Clothing
2023-02-11,"Baldwin, Boyd and West",15.47,15.47,Dining
2023-02-14,Walgreens,40.7,40.7,Health
2023-02-15,Delta Airlines,403.3,403.3,Travel
2023-02-18,Nelson and Sons,326.55,326.55,Home
2023-02-24,Miller-Tyler,40.79,40.79,Health
2023-02-27,Wells Ltd,393.97,196.99,Travel
2023-03-01,Delta Airlines,474.07,474.07,Travel
2023-03-02,Uber,335.43,335.43,Travel
2023-03-05,"Juarez, Larson and Vaughn",81.6,27.2,Health
2023-03-06,Li Inc,289.8,289.8,Travel
2023-03-08,Reyes-Coleman,85.51,85.51,Clothing
2023-03-09,Boyd-Dixon,82.9,82.9,Home
2023-03-12,Robinson Inc,33.53,33.53,Dining
2023-03-13,Walmart,51.56,51.56,Groceries
2023-03-14,Arroyo Inc,662.99,331.5,Electronics
2023-03-15,Apple,580.14,580.14,Electronics
2023-03-16,"Logan, Lee and Finley",40.91,40.91,Dining
2023-03-21,Zara,143.83,47.94,Clothing
2023-03-28,Amazon,475.96,475.96,Electronics
2023-03-29,CVS,91.43,30.48,Health
2023-03-31,H&M,132.2,132.2,Clothing
