date,business_name,amount_of_deal,amount_paid,category
2023-01-04,Target,63.33,31.66,Groceries
2023-01-08,"Gregory, Robertson and Macias",107.52,53.76,Travel
2023-01-09,Horton LLC,98.73,49.37,Health
2023-01-10,Mahoney-Wilson,24.3,24.3,Dining
2023-01-12,Nike,62.55,20.85,Clothing
2023-01-13,Adidas,137.03,137.03,Clothing
2023-01-15,Delta Airlines,494.3,164.77,Travel
2023-01-16,Apple,213.98,213.98,Electronics
2023-01-17,McDonald's,27.47,27.47,Dining
2023-01-20,Fernandez and Sons,58.32,58.32,Health
2023-01-24,Uber,425.93,425.93,Travel
2023-01-25,H&M,113.15,37.72,Clothing
2023-01-26,CVS,94.74,94.74,Health
2023-01-27,Nichols-Nunez,748.61,748.61,Electronics
2023-01-31,Walmart,130.82,43.61,Groceries
2023-02-06,CVS,41.29,41.29,Health
2023-02-08,Washington Inc,151.54,151.54,Home
2023-02-12,Uber,337.19,168.59,Travel
2023-02-13,CVS,98.92,98.92,Health
2023-02-16,Nike,176.51,176.51,Clothing
2023-02-17,Mason Inc,274.61,91.54,Home
2023-02-21,Zara,58.05,58.05,Clothing
2023-02-26,IKEA,172.16,172.16,Home
2023-03-01,Apple,424.94,424.94,Electronics
2023-03-02,Walmart,144.51,144.51,Groceries
2023-03-05,Zara,67.05,67.05,Clothing
2023-03-08,Walgreens,84.46,84.46,Health
2023-03-10,Blevins PLC,21.41,21.41,Groceries
2023-03-11,"Johnson, Hawkins and Pope",166.25,166.25,Home
2023-03-12,Walmart,113.47,113.47,Groceries
2023-03-13,Adidas,185.52,185.52,Clothing
2023-03-14,Hays-Goodman,471.1,471.1,Travel
2023-03-16,Delta Airlines,358.51,358.51,Travel
2023-03-20,Amazon,257.06,257.06,Electronics
2023-03-21,H&M,84.29,84.29,Clothing
2023-03-23,Stevens-Rodgers,117.72,117.72,Groceries
