date,income,expense,balance,description
2023-01-02,0.0,91.18,9252.87,Wire Transfer
2023-01-05,3385.42,0.0,12638.29,Salary
2023-01-05,0.0,53.9,12584.39,Bill Payment
2023-01-13,0.0,108.42,12475.97,Bill Payment
2023-01-17,0.0,28.95,12447.02,Bill Payment
2023-01-19,0.0,48.32,12398.7,ATM Withdrawal
2023-01-21,6.28,0.0,12404.98,Interest Payment
2023-01-21,0.0,70.57,12334.41,Bill Payment
2023-01-22,0.0,37.73,12296.68,Bill Payment
2023-01-23,0.0,145.53,12151.15,ATM Withdrawal
2023-01-25,0.0,29.99,12121.16,Wire Transfer
2023-01-28,0.0,47.8,12073.36,Wire Transfer
2023-01-28,0.0,1167.95,15967.77,Credit Card Payment
2023-01-29,0.0,137.82,11935.54,Wire Transfer
2023-01-30,0.0,118.61,11816.93,Bill Payment
2023-02-02,0.0,135.65,11681.28,Bill Payment
2023-02-03,0.0,39.56,11641.72,Bill Payment
2023-02-05,3396.19,0.0,15037.91,Salary
2023-02-05,0.0,66.95,14970.96,Bill Payment
2023-02-07,0.0,84.61,14886.35,Bill Payment
2023-02-09,0.0,120.65,14765.7,Wire Transfer
2023-02-18,0.0,116.62,14649.08,Bill Payment
2023-02-19,0.0,28.26,14620.82,ATM Withdrawal
2023-02-21,4.05,0.0,14624.87,Interest Payment
2023-02-24,0.0,53.08,14571.79,Wire Transfer
2023-02-26,0.0,95.56,14476.23,ATM Withdrawal
2023-02-28,0.0,84.37,14391.86,Bill Payment
2023-02-28,0.0,1553.82,14413.95,Credit Card Payment
2023-03-05,3509.94,0.0,17901.8,Salary
2023-03-05,0.0,33.65,17868.15,ATM Withdrawal
2023-03-06,0.0,79.72,17788.43,Wire Transfer
2023-03-08,0.0,54.98,17733.45,ATM Withdrawal
2023-03-10,0.0,27.69,17705.76,Bill Payment
2023-03-12,0.0,64.67,17641.09,Bill Payment
2023-03-15,0.0,122.63,17518.46,Wire Transfer
2023-03-16,0.0,128.16,17390.3,ATM Withdrawal
2023-03-17,0.0,128.57,17261.73,Bill Payment
2023-03-18,0.0,26.14,17235.59,Bill Payment
2023-03-21,4.61,0.0,17240.2,Interest Payment
2023-03-23,0.0,104.48,17135.72,ATM Withdrawal
2023-03-28,0.0,2182.15,12231.8,Credit Card Payment
2023-04-28,0.0,224.7,12007.1,Credit Card Payment
