date,business_name,amount_of_deal,amount_paid,category
2023-01-05,Copeland and Sons,75.99,75.99,Entertainment
2023-01-08,Zara,113.81,113.81,Clothing
2023-01-10,H&M,178.18,178.18,Clothing
2023-01-13,Anderson Ltd,18.72,18.72,Dining
2023-01-17,CVS,49.61,16.54,Health
2023-01-19,Hill-Sherman,18.12,18.12,Dining
2023-01-20,Thomas-Jones,66.92,66.92,Health
2023-01-21,Walmart,137.52,68.76,Groceries
2023-01-24,Adidas,154.44,51.48,Clothing
2023-01-25,Walgreens,81.9,81.9,Health
2023-01-29,McDonald's,41.46,41.46,Dining
2023-02-02,CVS,39.82,39.82,Health
2023-02-03,Adidas,117.93,117.93,Clothing
2023-02-04,Freeman-James,155.99,155.99,Clothing
2023-02-06,Carroll-Liu,38.09,38.09,Dining
2023-02-07,"Ramirez, Beltran and Hood",59.18,59.18,Dining
2023-02-08,Zara,80.18,80.18,Clothing
2023-02-09,McDonald's,55.8,55.8,Dining
2023-02-17,Adidas,37.98,18.99,Clothing
2023-02-18,Walmart,103.1,103.1,Groceries
2023-02-21,H&M,126.8,126.8,Clothing
2023-02-22,Cunningham-Williams,88.68,88.68,Entertainment
2023-02-25,Nike,33.03,33.03,Clothing
2023-02-27,H&M,99.72,49.86,Clothing
2023-02-28,Vance Group,127.58,127.58,Groceries
2023-03-02,Watkins-Flores,139.76,139.76,Clothing
2023-03-07,Delta Airlines,402.63,402.63,Travel
2023-03-08,Tyler and Sons,103.74,103.74,Groceries
2023-03-12,H&M,164.87,164.87,Clothing
2023-03-14,Roberson Ltd,98.92,98.92,Groceries
2023-03-16,Delta Airlines,269.67,269.67,Travel
2023-03-18,Gardner Inc,38.81,38.81,Dining
2023-03-19,Adidas,191.03,191.03,Clothing
2023-03-25,Nike,160.14,160.14,Clothing
2023-03-26,Uber,483.29,241.65,Travel
2023-03-31,Zara,188.07,188.07,Clothing
