date,income,expense,balance,description
2023-01-02,0.0,141.75,8673.12,ATM Withdrawal
2023-01-03,4349.26,0.0,13022.38,Salary
2023-01-03,0.0,127.16,12895.22,Bill Payment
2023-01-06,0.0,88.67,12806.55,ATM Withdrawal
2023-01-07,0.0,31.15,12775.4,Wire Transfer
2023-01-09,0.0,148.93,12626.47,Bill Payment
2023-01-11,0.0,87.45,12539.02,Bill Payment
2023-01-14,0.0,59.43,12479.59,ATM Withdrawal
2023-01-15,0.0,79.1,12400.49,ATM Withdrawal
2023-01-18,0.0,64.37,12336.12,ATM Withdrawal
2023-01-19,0.0,20.07,12316.05,ATM Withdrawal
2023-01-22,3.3,0.0,12319.35,Interest Payment
2023-01-25,0.0,143.05,12176.3,Bill Payment
2023-01-28,0.0,1004.51,18607.82,Credit Card Payment
2023-02-03,4394.03,0.0,16570.33,Salary
2023-02-11,0.0,121.53,16448.8,ATM Withdrawal
2023-02-20,0.0,49.33,16399.47,Bill Payment
2023-02-22,3.1,0.0,16402.57,Interest Payment
2023-02-24,0.0,110.04,16292.53,Loan Payment
2023-02-28,0.0,1375.12,17232.7,Credit Card Payment
2023-03-01,0.0,109.66,16182.87,ATM Withdrawal
2023-03-03,4523.02,0.0,20705.89,Salary
2023-03-05,0.0,105.35,20600.54,ATM Withdrawal
2023-03-08,0.0,117.88,20482.66,Bill Payment
2023-03-10,0.0,76.51,20406.15,Loan Payment
2023-03-12,0.0,115.51,20290.64,Bill Payment
2023-03-15,0.0,68.64,20222.0,Bill Payment
2023-03-17,0.0,119.34,20102.66,Bill Payment
2023-03-19,0.0,116.03,19986.63,ATM Withdrawal
2023-03-20,0.0,144.91,19841.72,Bill Payment
2023-03-22,7.11,0.0,19848.83,Interest Payment
2023-03-23,0.0,135.32,19713.51,Bill Payment
2023-03-24,0.0,47.89,19665.62,Bill Payment
2023-03-28,0.0,2351.89,14880.81,Credit Card Payment
2023-03-30,0.0,53.29,19612.33,Bill Payment
2023-04-28,0.0,501.29,14379.52,Credit Card Payment
2023-05-28,0.0,337.02,14042.5,Credit Card Payment
