date,business_name,amount_of_deal,amount_paid,category
2023-01-04,"James, Allen and Vasquez",597.41,199.14,Electronics
2023-01-06,Nike,82.07,27.36,Clothing
2023-01-08,Peters-Mahoney,53.04,53.04,Entertainment
2023-01-12,Apple,700.86,700.86,Electronics
2023-01-14,Hamilton Ltd,66.76,33.38,Entertainment
2023-01-16,H&M,132.95,132.95,Clothing
2023-01-17,Davis Ltd,490.95,490.95,Travel
2023-01-18,Target,75.14,75.14,Groceries
2023-01-20,"Wright, Mcclain and Williams",34.15,17.07,Dining
2023-01-21,Apple,337.39,168.69,Electronics
2023-01-30,Delta Airlines,188.18,188.18,Travel
2023-02-04,Adidas,136.08,136.08,Clothing
2023-02-05,McDonald's,14.24,14.24,Dining
2023-02-06,H&M,187.51,187.51,Clothing
2023-02-09,Uber,283.21,283.21,Travel
2023-02-11,Cantu Group,20.75,10.38,Dining
2023-02-12,IKEA,363.49,121.16,Home
2023-02-14,Starbucks,46.27,15.42,Dining
2023-02-15,"Robinson, Rodriguez and Garcia",283.0,283.0,Home
2023-02-16,Target,46.17,15.39,Groceries
2023-02-21,Apple,425.0,425.0,Electronics
2023-02-25,Bryan PLC,17.26,8.63,Entertainment
2023-03-02,"Nunez, Green and Elliott",85.07,85.07,Entertainment
2023-03-06,Patterson-Kim,39.97,39.97,Health
2023-03-07,Starbucks,22.65,22.65,Dining
2023-03-08,Adidas,179.27,179.27,Clothing
2023-03-10,Apple,231.43,231.43,Electronics
2023-03-11,Brown-Thompson,280.54,280.54,Home
2023-03-16,Martinez-Green,127.79,127.79,Clothing
2023-03-17,Zara,182.37,182.37,Clothing
2023-03-23,Zara,80.47,80.47,Clothing
2023-03-26,Nike,87.44,87.44,Clothing
2023-03-27,"Young, Smith and Dixon",90.39,90.39,Clothing
2023-03-28,Target,148.07,148.07,Groceries
2023-03-30,McDonald's,36.25,36.25,Dining
