date,business_name,amount_of_deal,amount_paid,category
2023-01-07,"Pierce, Robinson and Burke",153.15,76.58,Clothing
2023-01-09,H&M,180.46,90.23,Clothing
2023-01-12,Long Group,58.22,29.11,Entertainment
2023-01-15,"Smith, Coleman and Villanueva",15.37,15.37,Entertainment
2023-01-16,Washington-Moreno,333.8,166.9,Home
2023-01-24,Adidas,57.33,57.33,Clothing
2023-01-31,Walmart,21.91,7.3,Groceries
2023-02-02,H&M,127.37,63.69,Clothing
2023-02-06,Zara,188.85,188.85,Clothing
2023-02-09,McDonald's,32.32,32.32,Dining
2023-02-11,McDonald's,12.71,4.24,Dining
2023-02-13,Zara,41.01,41.01,Clothing
2023-02-14,Uber,83.86,83.86,Travel
2023-02-15,McDonald's,47.37,47.37,Dining
2023-02-18,Cantu-Lewis,431.18,215.59,Travel
2023-02-22,Hunter-Rodriguez,19.28,19.28,Health
2023-03-03,"Moses, Mason and Arnold",807.32,807.32,Electronics
2023-03-05,Zara,68.64,68.64,Clothing
2023-03-06,Parker-Cummings,87.25,43.62,Travel
2023-03-15,CVS,19.38,19.38,Health
2023-03-19,Apple,326.13,326.13,Electronics
2023-03-23,Adidas,199.28,99.64,Clothing
2023-03-24,Nike,71.06,71.06,Clothing
2023-03-27,Starbucks,20.61,20.61,Dining
2023-03-29,Walgreens,87.42,87.42,Health
2023-03-31,Walgreens,45.43,45.43,Health
