date,business_name,amount_of_deal,amount_paid,category
2023-01-04,Reed Inc,98.3,32.77,Clothing
2023-01-05,Apple,398.97,398.97,Electronics
2023-01-06,H&M,192.95,192.95,Clothing
2023-01-13,"Green, Vazquez and Roberts",97.7,97.7,Groceries
2023-01-15,Target,27.14,13.57,Groceries
2023-01-17,Beck LLC,38.21,38.21,Dining
2023-01-18,McDonald's,20.76,20.76,Dining
2023-01-19,Stewart-Harris,17.85,17.85,Health
2023-01-21,Walmart,56.94,56.94,Groceries
2023-01-26,Walmart,55.29,55.29,Groceries
2023-02-01,Apple,473.99,473.99,Electronics
2023-02-02,"Herring, Harrison and Clements",180.42,60.14,Clothing
2023-02-05,Tucker-Jacobs,91.68,30.56,Health
2023-02-06,Amazon,213.36,71.12,Electronics
2023-02-07,McDonald's,54.08,54.08,Dining
2023-02-09,"Miller, West and Avila",98.61,98.61,Health
2023-02-15,Burnett-Dixon,136.37,136.37,Groceries
2023-02-16,Walgreens,81.54,81.54,Health
2023-02-18,Walmart,77.88,77.88,Groceries
2023-02-21,Fisher-Washington,219.04,219.04,Travel
2023-02-24,Adidas,196.15,196.15,Clothing
2023-03-03,Nike,137.99,69.0,Clothing
2023-03-07,Apple,652.19,652.19,Electronics
2023-03-11,Zara,131.59,131.59,Clothing
2023-03-13,"Powell, Barton and Ramirez",548.35,548.35,Electronics
2023-03-15,Adidas,126.67,126.67,Clothing
2023-03-17,Apple,748.21,748.21,Electronics
2023-03-20,CVS,57.51,57.51,Health
2023-03-24,Walmart,104.45,104.45,Groceries
2023-03-28,Walgreens,55.11,55.11,Health
2023-03-29,Target,40.0,40.0,Groceries
