date,business_name,amount_of_deal,amount_paid,category
2023-01-01,H&M,176.35,88.17,Clothing
2023-01-03,"West, Powers and Rivers",34.27,34.27,Dining
2023-01-04,Target,59.35,59.35,Groceries
2023-01-06,Stevenson-Mitchell,196.87,196.87,Clothing
2023-01-08,Target,62.45,62.45,Groceries
2023-01-09,Walmart,62.81,62.81,Groceries
2023-01-11,Jones-Sellers,385.29,385.29,Electronics
2023-01-13,Delta Airlines,413.13,413.13,Travel
2023-01-17,IKEA,135.42,135.42,Home
2023-01-18,Flores-Weeks,324.57,324.57,Travel
2023-01-20,Amazon,432.51,432.51,Electronics
2023-01-28,Apple,800.37,266.79,Electronics
2023-01-29,"Graham, Stephens and Campos",88.81,44.41,Health
2023-02-01,Nike,169.47,169.47,Clothing
2023-02-02,Rogers LLC,143.36,143.36,Clothing
2023-02-03,"Flowers, Hurst and Lane",576.6,576.6,Electronics
2023-02-04,Target,141.8,141.8,Groceries
2023-02-05,Estrada-Bryant,40.11,40.11,Clothing
2023-02-06,Pearson-Hall,41.49,41.49,Clothing
2023-02-12,Zara,72.88,72.88,Clothing
2023-02-13,"Carter, Reilly and Smith",176.97,58.99,Home
2023-02-14,Duarte Group,449.98,449.98,Electronics
2023-02-15,"Michael, Harris and Buchanan",325.23,325.23,Travel
2023-02-16,Uber,458.96,458.96,Travel
2023-02-20,Target,39.88,39.88,Groceries
2023-02-21,"Cook, Peterson and Middleton",184.03,184.03,Clothing
2023-02-24,Apple,977.9,325.97,Electronics
2023-02-25,Zara,105.15,105.15,Clothing
2023-02-26,"Allen, Johnson and Daniels",60.63,60.63,Groceries
2023-03-05,Nguyen Ltd,141.63,141.63,Clothing
2023-03-06,McDonald's,28.97,28.97,Dining
2023-03-09,Olsen Inc,64.55,64.55,Entertainment
2023-03-10,"Davidson, Johnson and Miller",52.79,52.79,Entertainment
2023-03-12,CVS,17.54,17.54,Health
2023-03-13,H&M,196.89,196.89,Clothing
2023-03-14,Lozano-Grant,26.16,26.16,Health
2023-03-17,"Smith, Williams and Wagner",197.0,197.0,Home
2023-03-18,IKEA,152.9,152.9,Home
2023-03-19,Delta Airlines,192.67,192.67,Travel
2023-03-20,Uber,134.46,134.46,Travel
2023-03-24,IKEA,325.72,325.72,Home
2023-03-26,Apple,549.62,549.62,Electronics
2023-03-27,McDonald's,53.74,17.91,Dining
2023-03-31,Walgreens,54.05,54.05,Health
