date,income,expense,balance,description
2023-01-01,3892.02,0.0,10336.69,Salary
2023-01-04,0.0,34.95,10301.74,Bill Payment
2023-01-06,0.0,147.73,10154.01,ATM Withdrawal
2023-01-08,0.0,96.08,10057.93,Bill Payment
2023-01-14,0.0,124.71,9933.22,Loan Payment
2023-01-15,0.0,75.93,9857.29,Wire Transfer
2023-01-16,0.0,50.21,9807.08,Wire Transfer
2023-01-19,0.0,45.11,9761.97,ATM Withdrawal
2023-01-20,0.0,141.57,9620.4,Bill Payment
2023-01-23,0.0,85.59,9534.81,Bill Payment
2023-01-25,6.95,0.0,9541.76,Interest Payment
2023-01-25,0.0,72.69,9469.07,Wire Transfer
2023-01-27,0.0,86.27,9382.8,ATM Withdrawal
2023-01-28,0.0,1487.8,14201.5,Credit Card Payment
2023-01-30,0.0,128.07,9254.73,Wire Transfer
2023-02-01,3989.91,0.0,13244.64,Salary
2023-02-03,0.0,99.74,13144.9,Bill Payment
2023-02-04,0.0,146.46,12998.44,Bill Payment
2023-02-06,0.0,126.72,12871.72,Bill Payment
2023-02-10,0.0,72.46,12799.26,ATM Withdrawal
2023-02-19,0.0,46.26,12753.0,Bill Payment
2023-02-20,0.0,114.15,12638.85,Bill Payment
2023-02-22,0.0,108.87,12529.98,ATM Withdrawal
2023-02-23,0.0,56.27,12473.71,Wire Transfer
2023-02-25,9.58,0.0,12483.29,Interest Payment
2023-02-26,0.0,122.19,12361.1,Bill Payment
2023-02-28,0.0,2063.52,12137.98,Credit Card Payment
2023-03-01,4049.12,0.0,16410.22,Salary
2023-03-05,0.0,79.54,16330.68,Wire Transfer
2023-03-06,0.0,97.95,16232.73,ATM Withdrawal
2023-03-09,0.0,104.07,16128.66,ATM Withdrawal
2023-03-10,0.0,110.45,16018.21,Loan Payment
2023-03-15,0.0,101.25,15916.96,Bill Payment
2023-03-18,0.0,42.75,15874.21,Bill Payment
2023-03-19,0.0,127.03,15747.18,ATM Withdrawal
2023-03-25,8.89,0.0,15756.07,Interest Payment
2023-03-26,0.0,36.99,15719.08,Bill Payment
2023-03-28,0.0,2578.29,9559.69,Credit Card Payment
2023-03-29,0.0,29.78,15689.3,ATM Withdrawal
2023-04-28,0.0,95.72,9463.97,Credit Card Payment
