date,income,expense,balance,description
2023-01-01,0.0,72.31,2334.17,Bill Payment
2023-01-04,4993.47,0.0,7327.64,Salary
2023-01-08,0.0,114.94,7212.7,ATM Withdrawal
2023-01-11,0.0,21.74,7190.96,Bill Payment
2023-01-12,0.0,103.52,7087.44,ATM Withdrawal
2023-01-16,0.0,141.27,6946.17,ATM Withdrawal
2023-01-22,6.02,0.0,6952.19,Interest Payment
2023-01-22,0.0,146.51,6805.68,Wire Transfer
2023-01-26,0.0,21.32,6784.36,ATM Withdrawal
2023-01-28,0.0,1386.91,13817.83,Credit Card Payment
2023-01-29,0.0,121.71,6662.65,Bill Payment
2023-02-04,5224.22,0.0,11886.87,Salary
2023-02-04,0.0,50.79,11836.08,ATM Withdrawal
2023-02-08,0.0,27.6,11808.48,Bill Payment
2023-02-09,0.0,144.51,11663.97,Bill Payment
2023-02-10,0.0,135.46,11528.51,ATM Withdrawal
2023-02-12,0.0,26.68,11501.83,Loan Payment
2023-02-16,0.0,60.45,11441.38,ATM Withdrawal
2023-02-18,0.0,82.42,11358.96,ATM Withdrawal
2023-02-22,5.97,0.0,11364.93,Interest Payment
2023-02-23,0.0,147.67,11217.26,Wire Transfer
2023-02-24,0.0,118.1,11099.16,ATM Withdrawal
2023-02-25,0.0,58.6,11040.56,Bill Payment
2023-02-26,0.0,145.81,10894.75,ATM Withdrawal
2023-02-28,0.0,2272.52,11545.31,Credit Card Payment
2023-03-04,5085.81,0.0,15980.56,Salary
2023-03-04,0.0,143.22,15837.34,Bill Payment
2023-03-08,0.0,141.52,15695.82,Bill Payment
2023-03-10,0.0,71.05,15624.77,Wire Transfer
2023-03-12,0.0,85.08,15539.69,ATM Withdrawal
2023-03-14,0.0,78.73,15460.96,Bill Payment
2023-03-21,0.0,90.18,15370.78,ATM Withdrawal
2023-03-22,6.72,0.0,15377.5,Interest Payment
2023-03-24,0.0,54.64,15322.86,Bill Payment
2023-03-28,0.0,2642.15,8903.16,Credit Card Payment
2023-03-31,0.0,118.12,15204.74,ATM Withdrawal
2023-04-28,0.0,338.39,8564.77,Credit Card Payment
2023-05-28,0.0,212.92,8351.85,Credit Card Payment
