date,business_name,amount_of_deal,amount_paid,category
2023-01-03,H&M,57.82,57.82,Clothing
2023-01-05,Starbucks,19.83,19.83,Dining
2023-01-06,Uber,247.54,123.77,Travel
2023-01-07,IKEA,109.2,54.6,Home
2023-01-10,Amazon,918.66,306.22,Electronics
2023-01-12,Walgreens,92.25,30.75,Health
2023-01-13,Starbucks,50.86,50.86,Dining
2023-01-16,"Chase, Orozco and Clark",450.5,450.5,Travel
2023-01-17,Scott Inc,398.96,398.96,Travel
2023-01-20,Zara,39.23,39.23,Clothing
2023-01-23,Amazon,376.41,188.21,Electronics
2023-01-27,"Taylor, Day and Levy",89.58,89.58,Entertainment
2023-01-28,Cummings Ltd,267.54,267.54,Home
2023-01-31,Burns PLC,119.98,119.98,Groceries
2023-02-01,Target,93.37,93.37,Groceries
2023-02-02,Walmart,134.33,134.33,Groceries
2023-02-03,Walmart,76.46,76.46,Groceries
2023-02-04,Walgreens,19.88,19.88,Health
2023-02-05,Walmart,45.14,45.14,Groceries
2023-02-09,Howe Inc,81.7,40.85,Health
2023-02-10,Brown-Galvan,117.38,117.38,Clothing
2023-02-12,Target,131.77,131.77,Groceries
2023-02-13,Johnson-Castillo,262.08,262.08,Home
2023-02-18,Starbucks,49.45,49.45,Dining
2023-02-20,McDonald's,37.11,37.11,Dining
2023-02-24,Adidas,178.12,178.12,Clothing
2023-03-02,Horn-Jackson,158.31,158.31,Clothing
2023-03-04,Zara,154.13,154.13,Clothing
2023-03-08,Uber,259.5,86.5,Travel
2023-03-09,McDonald's,28.22,28.22,Dining
2023-03-10,Peterson PLC,136.7,136.7,Groceries
2023-03-11,Walgreens,60.69,60.69,Health
2023-03-12,Tyler Inc,153.17,153.17,Electronics
2023-03-14,H&M,37.94,37.94,Clothing
2023-03-15,Starbucks,36.36,36.36,Dining
2023-03-19,Apple,614.0,614.0,Electronics
2023-03-21,Walmart,44.63,44.63,Groceries
2023-03-22,Peterson-Chandler,126.38,126.38,Travel
2023-03-25,Target,57.07,57.07,Groceries
2023-03-28,CVS,10.62,10.62,Health
2023-03-29,Walmart,102.84,102.84,Groceries
2023-03-31,Starbucks,50.68,50.68,Dining
