date,business_name,amount_of_deal,amount_paid,category
2023-01-04,IKEA,350.68,350.68,Home
2023-01-07,McDonald's,33.93,33.93,Dining
2023-01-13,Amazon,306.41,306.41,Electronics
2023-01-14,Walgreens,29.72,29.72,Health
2023-01-15,Walgreens,36.94,36.94,Health
2023-01-16,Delta Airlines,89.87,89.87,Travel
2023-01-17,CVS,61.14,61.14,Health
2023-01-18,IKEA,352.23,352.23,Home
2023-01-19,Adidas,69.25,34.62,Clothing
2023-01-21,Amazon,694.01,694.01,Electronics
2023-01-22,"King, Decker and Barajas",88.44,88.44,Groceries
2023-01-24,"Jackson, Waller and Flores",145.48,145.48,Clothing
2023-01-28,Apple,606.89,606.89,Electronics
2023-01-30,Delta Airlines,458.6,458.6,Travel
2023-02-01,"Perez, Jones and Bowers",41.0,41.0,Entertainment
2023-02-05,Uber,228.93,76.31,Travel
2023-02-08,Uber,295.5,295.5,Travel
2023-02-13,Nike,149.82,149.82,Clothing
2023-02-14,Starbucks,24.77,24.77,Dining
2023-02-16,Walker-Perry,323.88,323.88,Home
2023-02-17,"Cooper, Aguirre and Jones",470.62,235.31,Electronics
2023-02-23,Nike,141.37,141.37,Clothing
2023-02-26,Adidas,101.01,101.01,Clothing
2023-02-28,IKEA,287.53,95.84,Home
2023-03-02,Walgreens,79.84,79.84,Health
2023-03-03,"Andersen, Fleming and Dillon",37.27,37.27,Home
2023-03-06,Ramos and Sons,79.07,79.07,Home
2023-03-08,Walmart,66.68,66.68,Groceries
2023-03-10,Delta Airlines,379.0,379.0,Travel
2023-03-14,Lopez Inc,22.83,11.41,Entertainment
2023-03-16,"Kim, Singh and Wilson",35.09,17.55,Dining
2023-03-21,IKEA,113.37,113.37,Home
2023-03-22,Ellis LLC,379.48,379.48,Travel
2023-03-24,Farrell Group,484.01,484.01,Travel
2023-03-26,"Woodard, Alvarez and Hernandez",330.22,330.22,Travel
2023-03-28,Rodriguez-Peters,328.39,328.39,Travel
2023-03-29,Hancock-Mendoza,17.49,17.49,Dining
2023-03-31,Starbucks,27.35,27.35,Dining
