date,income,expense,balance,description
2023-01-02,0.0,109.71,1622.76,Wire Transfer
2023-01-04,4384.11,0.0,6006.87,Salary
2023-01-04,0.0,135.87,5871.0,ATM Withdrawal
2023-01-08,0.0,73.66,5797.34,ATM Withdrawal
2023-01-10,0.0,101.53,5695.81,ATM Withdrawal
2023-01-12,0.0,49.55,5646.26,Wire Transfer
2023-01-15,0.0,148.94,5497.32,Bill Payment
2023-01-18,0.0,107.27,5390.05,Bill Payment
2023-01-21,2.62,0.0,5392.67,Interest Payment
2023-01-25,0.0,99.34,5293.33,ATM Withdrawal
2023-01-28,0.0,71.69,5221.64,Bill Payment
2023-01-28,0.0,2437.93,10138.6,Credit Card Payment
2023-01-30,0.0,116.12,5105.52,ATM Withdrawal
2023-02-01,0.0,29.14,5076.38,Bill Payment
2023-02-04,4482.42,0.0,9558.8,Salary
2023-02-05,0.0,148.25,9410.55,Bill Payment
2023-02-06,0.0,143.51,9267.04,Bill Payment
2023-02-08,0.0,38.57,9228.47,Bill Payment
2023-02-09,0.0,44.12,9184.35,Bill Payment
2023-02-10,0.0,43.06,9141.29,ATM Withdrawal
2023-02-15,0.0,21.65,9119.64,ATM Withdrawal
2023-02-17,0.0,33.37,9086.27,ATM Withdrawal
2023-02-21,2.55,0.0,9088.82,Interest Payment
2023-02-21,0.0,86.71,9002.11,ATM Withdrawal
2023-02-28,0.0,130.34,8871.77,Wire Transfer
2023-02-28,0.0,4971.73,5166.87,Credit Card Payment
2023-03-04,4398.3,0.0,13270.07,Salary
2023-03-04,0.0,108.8,13161.27,Loan Payment
2023-03-07,0.0,126.85,13034.42,ATM Withdrawal
2023-03-12,0.0,71.87,12962.55,Bill Payment
2023-03-18,0.0,52.77,12909.78,Wire Transfer
2023-03-21,4.41,0.0,12914.19,Interest Payment
2023-03-23,0.0,117.61,12796.58,Wire Transfer
2023-03-25,0.0,45.36,12751.22,Bill Payment
2023-03-26,0.0,87.22,12664.0,ATM Withdrawal
2023-03-28,0.0,23.05,12640.95,Wire Transfer
2023-03-28,0.0,1260.66,3906.21,Credit Card Payment
2023-03-29,0.0,64.42,12576.53,Bill Payment
2023-04-28,0.0,276.76,3629.45,Credit Card Payment
2023-05-28,0.0,35.88,3593.57,Credit Card Payment
