date,business_name,amount_of_deal,amount_paid,category
2023-01-02,IKEA,200.91,66.97,Home
2023-01-04,Nike,89.38,89.38,Clothing
2023-01-06,H&M,129.78,129.78,Clothing
2023-01-07,Delta Airlines,333.31,333.31,Travel
2023-01-10,Zara,41.61,41.61,Clothing
2023-01-11,"Blake, Greer and Lloyd",36.35,18.18,Groceries
2023-01-13,Target,58.47,19.49,Groceries
2023-01-14,H&M,33.6,33.6,Clothing
2023-01-15,Apple,563.51,563.51,Electronics
2023-01-18,IKEA,90.66,90.66,Home
2023-01-19,CVS,80.15,80.15,Health
2023-01-23,Uber,136.24,136.24,Travel
2023-01-24,Zara,52.11,52.11,Clothing
2023-01-25,McDonald's,47.75,23.88,Dining
2023-01-26,IKEA,339.62,113.21,Home
2023-01-28,"Rodriguez, Delacruz and Fox",106.73,35.58,Travel
2023-01-29,Walgreens,71.5,35.75,Health
2023-02-03,Walgreens,87.15,87.15,Health
2023-02-09,"Carroll, Johnson and Sanchez",94.18,47.09,Health
2023-02-14,Zara,51.74,51.74,Clothing
2023-02-15,Adidas,40.44,20.22,Clothing
2023-02-18,Nike,154.17,154.17,Clothing
2023-02-23,"Lynn, Dudley and Thompson",46.6,46.6,Dining
2023-02-24,Brown PLC,355.33,118.44,Travel
2023-03-01,Nike,109.25,109.25,Clothing
2023-03-02,Walmart,76.02,25.34,Groceries
2023-03-03,Reid PLC,362.63,120.88,Travel
2023-03-04,Perry Group,63.37,63.37,Clothing
2023-03-06,Bryant-Finley,44.5,14.83,Entertainment
2023-03-08,McDonald's,51.91,51.91,Dining
2023-03-11,"Wang, Warren and Jones",973.43,973.43,Electronics
2023-03-14,Johnson-Ryan,80.86,80.86,Groceries
2023-03-17,CVS,19.33,6.44,Health
2023-03-18,Maldonado-Hawkins,25.16,25.16,Entertainment
2023-03-19,IKEA,275.5,275.5,Home
2023-03-20,Adkins Inc,20.0,10.0,Dining
2023-03-25,Apple,262.41,131.21,Electronics
2023-03-29,McDonald's,27.91,13.96,Dining
2023-03-31,Shepherd-Rice,12.97,4.32,Health
