date,business_name,amount_of_deal,amount_paid,category
2023-01-02,"Burns, Wallace and Melton",87.32,43.66,Entertainment
2023-01-06,Hurley-Obrien,126.3,126.3,Clothing
2023-01-09,Ward Group,92.97,92.97,Entertainment
2023-01-10,Adidas,128.49,128.49,Clothing
2023-01-11,Nike,197.9,197.9,Clothing
2023-01-12,Pacheco-Blevins,76.28,76.28,Groceries
2023-01-14,Nike,74.58,74.58,Clothing
2023-01-17,Zara,40.12,40.12,Clothing
2023-01-19,Chang Ltd,59.46,59.46,Health
2023-01-20,Douglas-Walters,269.5,269.5,Home
2023-01-21,"Rogers, Griffin and Garcia",162.62,162.62,Travel
2023-01-22,"Reynolds, Williams and Knight",478.28,159.43,Electronics
2023-01-24,"Saunders, Clark and Burke",296.69,296.69,Travel
2023-01-31,Apple,263.22,87.74,Electronics
2023-02-01,Walgreens,89.59,89.59,Health
2023-02-03,Zara,145.45,72.72,Clothing
2023-02-06,Taylor-Wright,74.11,74.11,Groceries
2023-02-07,Amazon,545.35,545.35,Electronics
2023-02-08,McDonald's,33.86,33.86,Dining
2023-02-10,"Freeman, Carroll and Sullivan",151.98,75.99,Travel
2023-02-13,McDonald's,44.91,44.91,Dining
2023-02-15,H&M,187.2,187.2,Clothing
2023-02-16,Zara,189.51,189.51,Clothing
2023-02-17,Salazar-Gonzalez,64.88,21.63,Health
2023-02-20,"Deleon, Allen and Pittman",274.33,91.44,Home
2023-02-24,Andrade PLC,143.25,143.25,Clothing
2023-02-26,"Duncan, Anderson and Peck",95.96,95.96,Entertainment
2023-02-28,Burton Inc,17.94,17.94,Dining
2023-03-01,Davis-Rivera,21.7,21.7,Entertainment
2023-03-02,Nike,168.37,168.37,Clothing
2023-03-03,Delta Airlines,373.83,373.83,Travel
2023-03-04,Zara,84.97,84.97,Clothing
2023-03-07,Smith-Fleming,66.37,66.37,Home
2023-03-08,IKEA,229.69,229.69,Home
2023-03-10,CVS,77.46,77.46,Health
2023-03-11,Walgreens,44.74,44.74,Health
2023-03-12,McDonald's,10.78,10.78,Dining
2023-03-15,Navarro-Gordon,189.32,189.32,Home
2023-03-19,"Franklin, Valencia and Welch",141.08,141.08,Groceries
2023-03-23,Amazon,319.75,319.75,Electronics
2023-03-24,IKEA,254.71,254.71,Home
2023-03-25,IKEA,192.13,192.13,Home
2023-03-26,Adidas,189.68,189.68,Clothing
2023-03-27,"Ingram, Johnson and Hernandez",31.92,31.92,Health
2023-03-30,Zara,183.28,183.28,Clothing
