date,income,expense,balance,description
2023-01-02,5651.88,0.0,11362.45,Salary
2023-01-04,0.0,141.23,11221.22,Bill Payment
2023-01-06,0.0,139.84,11081.38,Bill Payment
2023-01-09,0.0,144.54,10936.84,Bill Payment
2023-01-13,0.0,39.78,10897.06,Bill Payment
2023-01-18,0.0,127.85,10769.21,Wire Transfer
2023-01-19,0.0,141.33,10627.88,ATM Withdrawal
2023-01-21,3.85,0.0,10631.73,Interest Payment
2023-01-28,0.0,4096.62,15837.73,Credit Card Payment
2023-01-30,0.0,24.12,10607.61,Bill Payment
2023-02-01,0.0,77.79,10529.82,Bill Payment
2023-02-02,5589.4,0.0,16119.22,Salary
2023-02-03,0.0,123.67,15995.55,Bill Payment
2023-02-04,0.0,87.29,15908.26,Wire Transfer
2023-02-07,0.0,39.01,15869.25,ATM Withdrawal
2023-02-10,0.0,115.19,15754.06,ATM Withdrawal
2023-02-14,0.0,27.97,15726.09,Bill Payment
2023-02-17,0.0,63.42,15662.67,Bill Payment
2023-02-20,0.0,58.24,15604.43,Bill Payment
2023-02-21,5.15,0.0,15609.58,Interest Payment
2023-02-24,0.0,149.67,15459.91,Wire Transfer
2023-02-28,0.0,99.3,15360.61,ATM Withdrawal
2023-02-28,0.0,1833.14,14004.59,Credit Card Payment
2023-03-02,5580.87,0.0,20941.48,Salary
2023-03-03,0.0,27.58,20913.9,ATM Withdrawal
2023-03-12,0.0,108.26,20805.64,Bill Payment
2023-03-14,0.0,85.49,20720.15,ATM Withdrawal
2023-03-15,0.0,137.69,20582.46,ATM Withdrawal
2023-03-21,5.9,0.0,20588.36,Interest Payment
2023-03-21,0.0,49.18,20539.18,Wire Transfer
2023-03-23,0.0,140.09,20399.09,Bill Payment
2023-03-24,0.0,140.54,20258.55,Bill Payment
2023-03-25,0.0,55.6,20202.95,ATM Withdrawal
2023-03-28,0.0,2108.17,11896.42,Credit Card Payment
2023-03-30,0.0,119.63,20083.32,Bill Payment
2023-03-31,0.0,148.97,19934.35,Bill Payment
2023-04-28,0.0,461.8,11434.62,Credit Card Payment
2023-05-28,0.0,94.36,11340.26,Credit Card Payment
