date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Walmart,147.41,147.41,Groceries
2023-01-04,H&M,197.75,197.75,Clothing
2023-01-05,Walmart,57.35,57.35,Groceries
2023-01-08,Garcia-Perez,171.07,171.07,Clothing
2023-01-13,McDonald's,14.46,14.46,Dining
2023-01-15,Delta Airlines,255.27,255.27,Travel
2023-01-16,Target,137.48,137.48,Groceries
2023-01-17,Dunn Ltd,36.88,18.44,Dining
2023-01-19,H&M,116.88,116.88,Clothing
2023-01-20,H&M,61.42,61.42,Clothing
2023-01-21,"Escobar, Martin and King",36.78,36.78,Entertainment
2023-01-22,Apple,839.45,839.45,Electronics
2023-01-26,Parker Inc,27.94,27.94,Dining
2023-01-27,Wilson-Berg,99.11,99.11,Groceries
2023-01-28,Apple,764.77,764.77,Electronics
2023-01-29,IKEA,152.86,152.86,Home
2023-02-04,Amazon,395.67,395.67,Electronics
2023-02-09,Torres-Myers,408.34,136.11,Travel
2023-02-12,Greene-Harris,142.8,142.8,Groceries
2023-02-13,CVS,65.12,65.12,Health
2023-02-15,"Martin, Garcia and Williams",19.09,19.09,Dining
2023-02-17,Adidas,54.31,54.31,Clothing
2023-02-18,Walmart,140.64,140.64,Groceries
2023-02-19,Adidas,193.67,193.67,Clothing
2023-02-20,CVS,63.13,63.13,Health
2023-03-01,CVS,65.33,65.33,Health
2023-03-03,Delta Airlines,373.46,373.46,Travel
2023-03-04,Walmart,47.17,47.17,Groceries
2023-03-05,Target,35.51,35.51,Groceries
2023-03-07,French-Lynch,47.76,47.76,Dining
2023-03-08,Walgreens,73.89,73.89,Health
2023-03-12,CVS,19.18,19.18,Health
2023-03-13,"Henderson, Wallace and Myers",27.38,13.69,Dining
2023-03-14,McDonald's,29.3,29.3,Dining
2023-03-16,CVS,14.76,4.92,Health
2023-03-17,CVS,69.08,34.54,Health
2023-03-19,Starbucks,13.37,13.37,Dining
2023-03-21,Blake Ltd,133.06,133.06,Clothing
2023-03-22,Delta Airlines,306.53,306.53,Travel
2023-03-24,Walgreens,21.53,21.53,Health
