date,income,expense,balance,description
2023-01-03,5284.2,0.0,10323.76,Salary
2023-01-10,0.0,46.09,10277.67,ATM Withdrawal
2023-01-12,0.0,125.88,10151.79,Bill Payment
2023-01-20,0.0,64.72,10087.07,Wire Transfer
2023-01-21,0.0,91.5,9995.57,Wire Transfer
2023-01-23,0.0,121.71,9873.86,ATM Withdrawal
2023-01-24,0.0,129.45,9744.41,Bill Payment
2023-01-26,8.04,0.0,9752.45,Interest Payment
2023-01-28,0.0,1342.15,17660.31,Credit Card Payment
2023-01-29,0.0,72.46,9679.99,ATM Withdrawal
2023-02-01,0.0,137.93,9542.06,Bill Payment
2023-02-02,0.0,139.37,9402.69,Wire Transfer
2023-02-03,5477.98,0.0,14880.67,Salary
2023-02-05,0.0,68.9,14811.77,Wire Transfer
2023-02-17,0.0,140.14,14671.63,ATM Withdrawal
2023-02-26,9.37,0.0,14681.0,Interest Payment
2023-02-26,0.0,29.97,14651.03,Bill Payment
2023-02-27,0.0,145.18,14505.85,Bill Payment
2023-02-28,0.0,77.44,14428.41,ATM Withdrawal
2023-02-28,0.0,3138.76,14521.55,Credit Card Payment
2023-03-03,5290.8,0.0,19719.21,Salary
2023-03-06,0.0,94.65,19624.56,Wire Transfer
2023-03-10,0.0,146.79,19477.77,Wire Transfer
2023-03-13,0.0,32.17,19445.6,Bill Payment
2023-03-14,0.0,29.56,19416.04,Bill Payment
2023-03-17,0.0,68.11,19347.93,ATM Withdrawal
2023-03-18,0.0,23.24,19324.69,ATM Withdrawal
2023-03-22,0.0,89.61,19235.08,Bill Payment
2023-03-23,0.0,22.64,19212.44,Bill Payment
2023-03-26,5.79,0.0,19218.23,Interest Payment
2023-03-26,0.0,63.68,19154.55,Loan Payment
2023-03-28,0.0,70.02,19084.53,Bill Payment
2023-03-28,0.0,1873.79,12647.76,Credit Card Payment
2023-03-31,0.0,82.07,19002.46,Bill Payment
2023-04-28,0.0,132.33,12515.43,Credit Card Payment
2023-05-28,0.0,69.2,12446.23,Credit Card Payment
