date,income,expense,balance,description
2023-01-03,3720.33,0.0,8175.34,Salary
2023-01-06,0.0,67.31,8108.03,Loan Payment
2023-01-07,0.0,62.52,8045.51,Bill Payment
2023-01-08,0.0,128.96,7916.55,ATM Withdrawal
2023-01-12,0.0,122.99,7793.56,ATM Withdrawal
2023-01-13,0.0,133.3,7660.26,ATM Withdrawal
2023-01-19,0.0,65.16,7595.1,Bill Payment
2023-01-24,5.41,0.0,7600.51,Interest Payment
2023-01-28,0.0,1267.2,11897.88,Credit Card Payment
2023-02-01,0.0,146.78,7453.73,Bill Payment
2023-02-03,3753.48,0.0,11207.21,Salary
2023-02-03,0.0,86.99,11120.22,Bill Payment
2023-02-04,0.0,58.26,11061.96,ATM Withdrawal
2023-02-07,0.0,76.48,10985.48,ATM Withdrawal
2023-02-10,0.0,98.64,10886.84,Loan Payment
2023-02-14,0.0,83.65,10803.19,Bill Payment
2023-02-15,0.0,49.07,10754.12,Bill Payment
2023-02-19,0.0,120.27,10633.85,Bill Payment
2023-02-24,5.97,0.0,10639.82,Interest Payment
2023-02-24,0.0,52.42,10587.4,Wire Transfer
2023-02-25,0.0,116.61,10470.79,ATM Withdrawal
2023-02-28,0.0,1378.22,10519.66,Credit Card Payment
2023-03-01,0.0,91.9,10378.89,ATM Withdrawal
2023-03-02,0.0,145.25,10233.64,Bill Payment
2023-03-03,3760.25,0.0,13993.89,Salary
2023-03-03,0.0,48.16,13945.73,ATM Withdrawal
2023-03-05,0.0,143.72,13802.01,ATM Withdrawal
2023-03-06,0.0,37.58,13764.43,Bill Payment
2023-03-12,0.0,140.89,13623.54,Bill Payment
2023-03-15,0.0,134.28,13489.26,Bill Payment
2023-03-18,0.0,67.69,13421.57,Bill Payment
2023-03-24,9.26,0.0,13430.83,Interest Payment
2023-03-24,0.0,35.07,13395.76,Wire Transfer
2023-03-25,0.0,115.57,13280.19,Bill Payment
2023-03-28,0.0,1851.35,8668.31,Credit Card Payment
2023-03-30,0.0,80.91,13199.28,Wire Transfer
2023-03-31,0.0,34.2,13165.08,Loan Payment
2023-04-28,0.0,630.15,8038.16,Credit Card Payment
2023-05-28,0.0,314.24,7723.92,Credit Card Payment
