date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Amazon,687.88,687.88,Electronics
2023-01-04,Nike,141.67,141.67,Clothing
2023-01-06,Zara,42.02,21.01,Clothing
2023-01-13,"Adkins, Webb and Harris",927.95,927.95,Electronics
2023-01-14,Saunders Group,16.16,16.16,Health
2023-01-19,IKEA,374.97,374.97,Home
2023-01-20,Uber,461.08,461.08,Travel
2023-01-21,Fuller-Barker,92.61,92.61,Travel
2023-01-22,Mcmillan Group,55.73,55.73,Dining
2023-01-23,Zara,117.12,117.12,Clothing
2023-01-26,Edwards LLC,59.61,59.61,Entertainment
2023-01-27,Walmart,114.01,57.01,Groceries
2023-01-30,Uber,244.64,244.64,Travel
2023-02-03,Apple,285.51,285.51,Electronics
2023-02-06,Zara,156.71,156.71,Clothing
2023-02-11,Nike,90.6,90.6,Clothing
2023-02-12,Zara,192.4,64.13,Clothing
2023-02-17,McDonald's,34.32,34.32,Dining
2023-02-19,Adidas,130.66,130.66,Clothing
2023-03-01,Sutton-Webster,47.53,47.53,Clothing
2023-03-02,Target,48.73,16.24,Groceries
2023-03-06,Delta Airlines,230.93,76.98,Travel
2023-03-07,Chen-Powers,88.69,29.56,Clothing
2023-03-10,Garrison-Ramos,93.37,93.37,Health
2023-03-13,"Stewart, Edwards and Dickson",68.27,68.27,Health
2023-03-14,"Cooper, Jones and Ortega",181.01,181.01,Home
2023-03-16,"Miranda, Jones and Sanders",466.51,466.51,Travel
2023-03-17,"Ward, White and Rodriguez",77.83,77.83,Health
2023-03-19,Thomas-Cruz,58.05,58.05,Dining
2023-03-21,Apple,201.8,201.8,Electronics
2023-03-26,IKEA,215.42,107.71,Home
2023-03-27,IKEA,232.03,232.03,Home
2023-03-29,McDonald's,23.18,23.18,Dining
