date,income,expense,balance,description
2023-01-01,0.0,34.37,7563.71,ATM Withdrawal
2023-01-02,3073.79,0.0,10637.5,Salary
2023-01-04,0.0,125.26,10512.24,Loan Payment
2023-01-06,0.0,39.21,10473.03,ATM Withdrawal
2023-01-15,0.0,88.39,10384.64,ATM Withdrawal
2023-01-18,0.0,80.3,10304.34,Bill Payment
2023-01-23,9.37,0.0,10313.71,Interest Payment
2023-01-28,0.0,2310.48,12451.38,Credit Card Payment
2023-01-31,0.0,21.65,10292.06,Wire Transfer
2023-02-02,2999.11,0.0,13291.17,Salary
2023-02-04,0.0,51.37,13239.8,Wire Transfer
2023-02-05,0.0,82.44,13157.36,Bill Payment
2023-02-06,0.0,112.88,13044.48,Bill Payment
2023-02-08,0.0,96.75,12947.73,ATM Withdrawal
2023-02-10,0.0,102.34,12845.39,Bill Payment
2023-02-14,0.0,135.88,12709.51,Bill Payment
2023-02-15,0.0,88.78,12620.73,ATM Withdrawal
2023-02-17,0.0,82.39,12538.34,Bill Payment
2023-02-20,0.0,139.27,12399.07,ATM Withdrawal
2023-02-22,0.0,132.89,12266.18,ATM Withdrawal
2023-02-23,9.88,0.0,12276.06,Interest Payment
2023-02-24,0.0,50.52,12225.54,ATM Withdrawal
2023-02-26,0.0,54.87,12170.67,Bill Payment
2023-02-27,0.0,44.87,12125.8,ATM Withdrawal
2023-02-28,0.0,1093.92,11357.46,Credit Card Payment
2023-03-02,3029.8,0.0,15155.6,Salary
2023-03-05,0.0,110.59,15045.01,Bill Payment
2023-03-10,0.0,45.04,14999.97,ATM Withdrawal
2023-03-14,0.0,32.75,14967.22,Bill Payment
2023-03-15,0.0,105.28,14861.94,Wire Transfer
2023-03-23,4.36,0.0,14866.3,Interest Payment
2023-03-28,0.0,28.98,14837.32,Bill Payment
2023-03-28,0.0,1986.58,9370.88,Credit Card Payment
2023-03-30,0.0,75.46,14761.86,ATM Withdrawal
2023-04-28,0.0,207.25,9163.63,Credit Card Payment
2023-05-28,0.0,162.21,9001.42,Credit Card Payment
