date,income,expense,balance,description
2023-01-04,3438.37,0.0,5570.13,Salary
2023-01-06,0.0,135.06,5435.07,Wire Transfer
2023-01-12,0.0,49.96,5385.11,Bill Payment
2023-01-13,0.0,129.28,5255.83,ATM Withdrawal
2023-01-14,0.0,107.81,5148.02,Bill Payment
2023-01-17,0.0,25.52,5122.5,ATM Withdrawal
2023-01-19,0.0,63.34,5059.16,ATM Withdrawal
2023-01-21,9.77,0.0,5068.93,Interest Payment
2023-01-22,0.0,91.98,4976.95,ATM Withdrawal
2023-01-28,0.0,2282.43,7529.85,Credit Card Payment
2023-01-31,0.0,136.8,4840.15,Wire Transfer
2023-02-04,3271.73,0.0,8111.88,Salary
2023-02-10,0.0,113.88,7998.0,Bill Payment
2023-02-12,0.0,91.94,7906.06,Bill Payment
2023-02-13,0.0,104.43,7801.63,Bill Payment
2023-02-14,0.0,65.39,7736.24,Bill Payment
2023-02-17,0.0,137.78,7598.46,ATM Withdrawal
2023-02-19,0.0,77.33,7521.13,ATM Withdrawal
2023-02-21,2.23,0.0,7523.36,Interest Payment
2023-02-21,0.0,90.79,7432.57,ATM Withdrawal
2023-02-23,0.0,41.44,7391.13,Bill Payment
2023-02-28,0.0,2013.73,5516.12,Credit Card Payment
2023-03-02,0.0,107.21,7283.92,ATM Withdrawal
2023-03-04,3264.37,0.0,10548.29,Salary
2023-03-05,0.0,111.57,10436.72,Bill Payment
2023-03-08,0.0,78.33,10358.39,ATM Withdrawal
2023-03-13,0.0,98.21,10260.18,ATM Withdrawal
2023-03-14,0.0,60.72,10199.46,Wire Transfer
2023-03-15,0.0,81.09,10118.37,ATM Withdrawal
2023-03-16,0.0,103.37,10015.0,Bill Payment
2023-03-21,6.72,0.0,10021.72,Interest Payment
2023-03-27,0.0,84.61,9937.11,ATM Withdrawal
2023-03-28,0.0,2858.75,2657.37,Credit Card Payment
2023-03-29,0.0,124.83,9812.28,Bill Payment
2023-04-28,0.0,323.2,2334.17,Credit Card Payment
