date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Rollins-Burton,52.37,52.37,Groceries
2023-01-06,Williams Ltd,42.62,42.62,Dining
2023-01-07,"Davis, Baldwin and Klein",265.68,265.68,Home
2023-01-09,Starbucks,37.01,37.01,Dining
2023-01-10,Moore Inc,182.84,182.84,Clothing
2023-01-11,Delta Airlines,170.63,170.63,Travel
2023-01-13,IKEA,289.12,289.12,Home
2023-01-15,CVS,39.48,39.48,Health
2023-01-16,"Anderson, Parker and Daniels",32.73,32.73,Dining
2023-01-17,Adidas,117.3,117.3,Clothing
2023-01-18,Uber,114.01,38.0,Travel
2023-01-19,Apple,236.46,236.46,Electronics
2023-01-23,H&M,96.29,96.29,Clothing
2023-01-24,Nike,40.58,40.58,Clothing
2023-01-27,Walgreens,39.67,39.67,Health
2023-01-29,Martinez-Bond,227.36,227.36,Home
2023-02-01,Phillips PLC,165.25,165.25,Travel
2023-02-05,Hale and Sons,113.26,113.26,Home
2023-02-06,Target,33.16,33.16,Groceries
2023-02-09,Starbucks,30.16,30.16,Dining
2023-02-10,Walgreens,31.2,15.6,Health
2023-02-13,CVS,59.84,59.84,Health
2023-02-16,Carpenter-Bowen,50.35,50.35,Health
2023-02-19,Ward LLC,393.81,393.81,Home
2023-02-24,CVS,11.08,3.69,Health
2023-02-26,Adidas,86.96,86.96,Clothing
2023-02-27,Adidas,86.31,86.31,Clothing
2023-03-01,Adidas,77.65,77.65,Clothing
2023-03-02,Zara,136.21,136.21,Clothing
2023-03-05,"Jones, Santiago and Miller",69.08,69.08,Home
2023-03-07,Banks Inc,203.28,203.28,Home
2023-03-08,Uber,65.44,65.44,Travel
2023-03-11,H&M,194.43,194.43,Clothing
2023-03-13,Zara,170.53,170.53,Clothing
2023-03-14,Johnson PLC,31.94,10.65,Entertainment
2023-03-26,Johnson Ltd,54.32,54.32,Clothing
2023-03-28,CVS,87.62,87.62,Health
2023-03-29,Arias-Wheeler,136.57,136.57,Groceries
