date,income,expense,balance,description
2023-01-03,6262.62,0.0,10896.93,Salary
2023-01-08,0.0,78.29,10818.64,Wire Transfer
2023-01-17,0.0,99.65,10718.99,ATM Withdrawal
2023-01-22,5.65,0.0,10724.64,Interest Payment
2023-01-23,0.0,112.13,10612.51,ATM Withdrawal
2023-01-24,0.0,55.67,10556.84,Wire Transfer
2023-01-28,0.0,2317.4,18812.01,Credit Card Payment
2023-02-02,0.0,146.26,10410.58,ATM Withdrawal
2023-02-03,6176.84,0.0,16587.42,Salary
2023-02-04,0.0,51.2,16536.22,ATM Withdrawal
2023-02-08,0.0,147.05,16389.17,Bill Payment
2023-02-09,0.0,126.69,16262.48,ATM Withdrawal
2023-02-10,0.0,78.7,16183.78,Bill Payment
2023-02-12,0.0,141.93,16041.85,ATM Withdrawal
2023-02-22,5.87,0.0,16047.72,Interest Payment
2023-02-25,0.0,145.51,15902.21,ATM Withdrawal
2023-02-28,0.0,1135.93,17676.08,Credit Card Payment
2023-03-01,0.0,128.8,15773.41,ATM Withdrawal
2023-03-03,6107.8,0.0,21881.21,Salary
2023-03-03,0.0,114.38,21766.83,ATM Withdrawal
2023-03-05,0.0,48.2,21718.63,ATM Withdrawal
2023-03-06,0.0,112.01,21606.62,Bill Payment
2023-03-07,0.0,127.8,21478.82,ATM Withdrawal
2023-03-08,0.0,98.87,21379.95,Bill Payment
2023-03-11,0.0,101.95,21278.0,ATM Withdrawal
2023-03-21,0.0,62.79,21215.21,Bill Payment
2023-03-22,2.29,0.0,21217.5,Interest Payment
2023-03-23,0.0,50.49,21167.01,Bill Payment
2023-03-28,0.0,2255.51,15420.57,Credit Card Payment
2023-03-31,0.0,37.6,21129.41,ATM Withdrawal
2023-04-28,0.0,36.19,15384.38,Credit Card Payment
2023-05-28,0.0,36.19,15348.19,Credit Card Payment
