date,business_name,amount_of_deal,amount_paid,category
2023-01-06,McDonald's,56.11,18.7,Dining
2023-01-07,Nike,126.9,126.9,Clothing
2023-01-08,"Serrano, Jarvis and Evans",60.02,60.02,Clothing
2023-01-10,Walmart,112.74,112.74,Groceries
2023-01-11,H&M,95.9,95.9,Clothing
2023-01-13,Starbucks,34.7,34.7,Dining
2023-01-14,IKEA,256.08,85.36,Home
2023-01-15,"Perez, Bradford and Wallace",444.57,222.28,Travel
2023-01-16,Anderson Group,32.98,32.98,Dining
2023-01-18,Amazon,258.96,258.96,Electronics
2023-01-21,"Leonard, Mata and Taylor",95.99,95.99,Clothing
2023-01-22,Uber,259.44,86.48,Travel
2023-01-23,Luna Inc,76.41,76.41,Groceries
2023-01-25,Starbucks,31.06,31.06,Dining
2023-01-26,Barnes-Matthews,120.37,120.37,Home
2023-01-27,Arias PLC,19.04,19.04,Entertainment
2023-01-28,Jennings-Vazquez,182.04,60.68,Travel
2023-01-30,Amazon,300.07,300.07,Electronics
2023-02-03,McDonald's,28.86,28.86,Dining
2023-02-06,McDonald's,55.2,55.2,Dining
2023-02-09,Walmart,119.16,119.16,Groceries
2023-02-10,Target,87.9,87.9,Groceries
2023-02-11,IKEA,41.97,41.97,Home
2023-02-12,York LLC,205.07,205.07,Home
2023-02-20,"Young, Jones and Montgomery",173.7,173.7,Clothing
2023-02-21,Apple,445.11,445.11,Electronics
2023-02-22,Starbucks,46.13,46.13,Dining
2023-02-23,"Brown, Hoffman and Brown",376.93,376.93,Home
2023-02-25,Uber,58.31,58.31,Travel
2023-02-26,IKEA,187.15,187.15,Home
2023-02-27,Walmart,24.94,24.94,Groceries
2023-02-28,Walmart,54.34,54.34,Groceries
2023-03-02,Zara,32.17,16.09,Clothing
2023-03-12,"Roth, Conrad and Camacho",410.61,410.61,Travel
2023-03-13,Davis and Sons,415.48,415.48,Travel
2023-03-14,Zara,172.24,172.24,Clothing
2023-03-16,Amazon,599.57,599.57,Electronics
2023-03-18,"Ramos, Villanueva and Cook",210.28,210.28,Travel
2023-03-22,Starbucks,10.56,3.52,Dining
2023-03-26,Uber,69.22,69.22,Travel
2023-03-29,"Novak, Murray and Jones",33.16,33.16,Clothing
2023-03-31,Walmart,95.62,95.62,Groceries
