date,income,expense,balance,description
2023-01-04,6096.84,0.0,13867.6,Salary
2023-01-05,0.0,51.55,13816.05,ATM Withdrawal
2023-01-06,0.0,101.68,13714.37,ATM Withdrawal
2023-01-08,0.0,138.09,13576.28,ATM Withdrawal
2023-01-11,0.0,73.48,13502.8,Bill Payment
2023-01-12,0.0,62.22,13440.58,ATM Withdrawal
2023-01-17,0.0,128.77,13311.81,Bill Payment
2023-01-20,0.0,43.32,13268.49,Bill Payment
2023-01-21,0.0,146.96,13121.53,Bill Payment
2023-01-22,0.0,130.98,12990.55,Bill Payment
2023-01-26,6.2,0.0,12996.75,Interest Payment
2023-01-27,0.0,149.83,12846.92,ATM Withdrawal
2023-01-28,0.0,411.77,23100.37,Credit Card Payment
2023-02-02,0.0,82.47,12764.45,Bill Payment
2023-02-04,5854.8,0.0,18619.25,Salary
2023-02-06,0.0,104.72,18514.53,ATM Withdrawal
2023-02-08,0.0,94.98,18419.55,Bill Payment
2023-02-14,0.0,79.41,18340.14,Bill Payment
2023-02-18,0.0,37.12,18303.02,ATM Withdrawal
2023-02-19,0.0,129.17,18173.85,Bill Payment
2023-02-26,5.02,0.0,18178.87,Interest Payment
2023-02-27,0.0,68.26,18110.61,Bill Payment
2023-02-28,0.0,33.44,18077.17,Bill Payment
2023-02-28,0.0,1011.65,22088.72,Credit Card Payment
2023-03-04,6057.68,0.0,24134.85,Salary
2023-03-04,0.0,117.88,24016.97,Bill Payment
2023-03-08,0.0,33.72,23983.25,Bill Payment
2023-03-15,0.0,110.73,23872.52,Bill Payment
2023-03-16,0.0,115.75,23756.77,Loan Payment
2023-03-17,0.0,137.46,23619.31,Wire Transfer
2023-03-19,0.0,37.48,23581.83,ATM Withdrawal
2023-03-20,0.0,76.87,23504.96,ATM Withdrawal
2023-03-26,7.18,0.0,23512.14,Interest Payment
2023-03-28,0.0,856.58,21232.14,Credit Card Payment
2023-04-28,0.0,87.13,21145.01,Credit Card Payment
2023-05-28,0.0,43.59,21101.42,Credit Card Payment
