date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Amazon,294.72,294.72,Electronics
2023-01-04,"Cole, Peterson and Burns",51.86,25.93,Dining
2023-01-07,Zara,87.27,43.63,Clothing
2023-01-08,Nike,157.25,157.25,Clothing
2023-01-09,Delta Airlines,155.38,155.38,Travel
2023-01-10,Walmart,130.31,130.31,Groceries
2023-01-11,Walgreens,50.0,25.0,Health
2023-01-13,"West, Jimenez and Nguyen",99.09,99.09,Groceries
2023-01-15,Target,84.15,28.05,Groceries
2023-01-16,Dunn Ltd,142.93,142.93,Electronics
2023-01-20,Lambert Inc,19.75,19.75,Dining
2023-01-21,McDonald's,39.65,39.65,Dining
2023-01-26,Zara,103.44,51.72,Clothing
2023-01-29,Walmart,60.47,60.47,Groceries
2023-01-31,"Wheeler, Hanna and Davis",85.84,42.92,Health
2023-02-02,Apple,558.76,558.76,Electronics
2023-02-03,Walmart,106.42,106.42,Groceries
2023-02-05,Nike,69.73,69.73,Clothing
2023-02-10,H&M,187.81,93.91,Clothing
2023-02-12,H&M,67.63,22.54,Clothing
2023-02-13,Turner-Palmer,104.75,104.75,Home
2023-02-14,Nike,160.59,53.53,Clothing
2023-02-20,CVS,35.12,35.12,Health
2023-02-22,Jackson-Taylor,35.73,35.73,Home
2023-03-01,Zara,42.7,14.23,Clothing
2023-03-05,Delta Airlines,274.33,274.33,Travel
2023-03-10,Adidas,68.54,68.54,Clothing
2023-03-12,Walmart,76.53,76.53,Groceries
2023-03-19,McDonald's,48.99,48.99,Dining
2023-03-23,Hamilton and Sons,691.07,691.07,Electronics
2023-03-24,Adidas,181.46,181.46,Clothing
2023-03-28,Starbucks,13.25,13.25,Dining
2023-03-30,McDonald's,17.7,5.9,Dining
