date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Uber,488.88,488.88,Travel
2023-01-04,"Farmer, Craig and Davis",78.78,78.78,Health
2023-01-05,Zara,43.09,43.09,Clothing
2023-01-09,"Miller, Davis and Farrell",133.58,133.58,Travel
2023-01-10,Adidas,94.1,47.05,Clothing
2023-01-15,"Blankenship, Andrews and King",97.33,97.33,Health
2023-01-24,CVS,85.16,85.16,Health
2023-01-27,Uber,94.48,47.24,Travel
2023-01-29,Amazon,495.94,495.94,Electronics
2023-01-30,Starbucks,58.39,19.46,Dining
2023-02-02,Whitaker-Skinner,119.16,119.16,Groceries
2023-02-03,Apple,378.14,378.14,Electronics
2023-02-05,CVS,51.16,51.16,Health
2023-02-08,Walgreens,61.45,61.45,Health
2023-02-09,Walmart,31.46,31.46,Groceries
2023-02-10,Jones-Alexander,55.35,18.45,Dining
2023-02-11,Target,137.58,68.79,Groceries
2023-02-12,Adidas,80.46,80.46,Clothing
2023-02-15,Uber,85.03,85.03,Travel
2023-02-23,Target,29.41,29.41,Groceries
2023-02-25,Delta Airlines,284.73,142.37,Travel
2023-02-26,Zamora-Johnson,312.79,312.79,Home
2023-03-02,Delta Airlines,194.3,64.77,Travel
2023-03-06,CVS,95.06,95.06,Health
2023-03-07,Adidas,120.25,120.25,Clothing
2023-03-09,CVS,43.16,43.16,Health
2023-03-10,Walmart,108.11,108.11,Groceries
2023-03-11,Uber,317.36,317.36,Travel
2023-03-12,White-Hancock,48.37,16.12,Health
2023-03-15,McDonald's,19.81,19.81,Dining
2023-03-16,Petty Ltd,554.49,184.83,Electronics
2023-03-17,H&M,163.93,163.93,Clothing
2023-03-19,Thomas Ltd,881.44,881.44,Electronics
2023-03-20,Apple,539.31,539.31,Electronics
2023-03-21,Apple,515.45,257.73,Electronics
2023-03-22,"Perez, Myers and Contreras",77.45,77.45,Health
2023-03-24,Cross-Wilkinson,65.39,65.39,Groceries
2023-03-25,IKEA,92.85,92.85,Home
2023-03-29,Uber,426.12,426.12,Travel
