date,business_name,amount_of_deal,amount_paid,category
2023-01-03,McDonald's,13.14,13.14,Dining
2023-01-05,Delta Airlines,327.11,327.11,Travel
2023-01-06,Nike,154.64,154.64,Clothing
2023-01-09,"Medina, Collins and Preston",18.89,18.89,Dining
2023-01-10,Cantu Inc,45.34,45.34,Health
2023-01-11,Walgreens,95.93,47.97,Health
2023-01-12,Delta Airlines,99.31,99.31,Travel
2023-01-15,McDonald's,42.5,42.5,Dining
2023-01-17,Zara,129.39,43.13,Clothing
2023-01-21,Henson PLC,65.46,65.46,Health
2023-01-22,H&M,67.65,67.65,Clothing
2023-01-28,Montes-Humphrey,99.98,49.99,Health
2023-01-29,Campbell Group,31.64,31.64,Dining
2023-02-01,Zara,182.1,91.05,Clothing
2023-02-04,Walmart,145.98,145.98,Groceries
2023-02-05,Uber,314.88,314.88,Travel
2023-02-06,IKEA,67.69,67.69,Home
2023-02-09,Thompson PLC,58.7,58.7,Dining
2023-02-10,Walgreens,87.1,87.1,Health
2023-02-11,Target,125.36,125.36,Groceries
2023-02-13,Uber,321.96,321.96,Travel
2023-02-14,McDonald's,57.63,57.63,Dining
2023-02-16,Harrington Ltd,469.75,469.75,Electronics
2023-02-19,Zara,32.05,32.05,Clothing
2023-02-20,H&M,132.39,44.13,Clothing
2023-02-24,IKEA,398.85,398.85,Home
2023-02-25,"Tucker, Walker and Smith",28.74,9.58,Groceries
2023-03-02,Target,107.47,107.47,Groceries
2023-03-04,H&M,146.01,146.01,Clothing
2023-03-06,McDonald's,30.26,30.26,Dining
2023-03-08,"Garza, Morrison and Mendoza",43.38,43.38,Health
2023-03-11,"Myers, Morgan and Ortiz",441.36,441.36,Travel
2023-03-12,Starbucks,41.01,41.01,Dining
2023-03-14,McDonald's,19.39,19.39,Dining
2023-03-28,Cameron Group,112.34,112.34,Groceries
2023-03-29,Delta Airlines,94.65,94.65,Travel
