date,income,expense,balance,description
2023-01-02,5455.44,0.0,9166.37,Salary
2023-01-02,0.0,30.92,9135.45,Bill Payment
2023-01-03,0.0,127.19,9008.26,Loan Payment
2023-01-05,0.0,101.24,8907.02,Bill Payment
2023-01-11,0.0,126.71,8780.31,ATM Withdrawal
2023-01-18,0.0,89.97,8690.34,Bill Payment
2023-01-20,0.0,57.64,8632.7,Bill Payment
2023-01-22,4.78,0.0,8637.48,Interest Payment
2023-01-27,0.0,29.09,8608.39,ATM Withdrawal
2023-01-28,0.0,1552.27,16762.56,Credit Card Payment
2023-01-29,0.0,98.93,8509.46,Bill Payment
2023-01-31,0.0,58.29,8451.17,ATM Withdrawal
2023-02-01,0.0,93.57,8357.6,ATM Withdrawal
2023-02-02,5673.18,0.0,14030.78,Salary
2023-02-06,0.0,25.76,14005.02,Bill Payment
2023-02-09,0.0,139.07,13865.95,Bill Payment
2023-02-10,0.0,82.96,13782.99,ATM Withdrawal
2023-02-17,0.0,85.67,13697.32,ATM Withdrawal
2023-02-21,0.0,56.63,13640.69,ATM Withdrawal
2023-02-22,4.4,0.0,13645.09,Interest Payment
2023-02-22,0.0,105.09,13540.0,Bill Payment
2023-02-28,0.0,2612.42,14150.14,Credit Card Payment
2023-03-02,5453.21,0.0,18993.21,Salary
2023-03-07,0.0,53.71,18939.5,Bill Payment
2023-03-13,0.0,58.01,18881.49,Wire Transfer
2023-03-17,0.0,96.32,18785.17,Bill Payment
2023-03-19,0.0,110.88,18674.29,Wire Transfer
2023-03-21,0.0,76.91,18597.38,Bill Payment
2023-03-22,9.56,0.0,18606.94,Interest Payment
2023-03-24,0.0,110.44,18496.5,Bill Payment
2023-03-25,0.0,24.79,18471.71,Bill Payment
2023-03-27,0.0,122.68,18349.03,Bill Payment
2023-03-28,0.0,1991.16,12158.98,Credit Card Payment
2023-03-30,0.0,34.2,18314.83,ATM Withdrawal
2023-04-28,0.0,335.38,11823.6,Credit Card Payment
