date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Walmart,124.23,124.23,Groceries
2023-01-04,Target,27.3,27.3,Groceries
2023-01-05,Taylor-Murphy,83.03,83.03,Entertainment
2023-01-08,Walgreens,76.26,76.26,Health
2023-01-12,Target,46.02,23.01,Groceries
2023-01-14,Alvarez-Webb,95.5,95.5,Travel
2023-01-15,Apple,500.41,500.41,Electronics
2023-01-16,Allen Group,119.47,119.47,Clothing
2023-01-18,Starbucks,31.55,31.55,Dining
2023-01-19,Uber,181.09,181.09,Travel
2023-01-20,Target,139.01,139.01,Groceries
2023-01-22,"Sanchez, Martinez and Nelson",69.96,69.96,Clothing
2023-01-23,Uber,330.13,330.13,Travel
2023-01-27,Delta Airlines,86.08,86.08,Travel
2023-01-29,Walgreens,60.08,60.08,Health
2023-01-30,IKEA,31.7,31.7,Home
2023-02-05,Smith PLC,41.5,20.75,Entertainment
2023-02-07,IKEA,290.49,290.49,Home
2023-02-09,Amazon,154.3,154.3,Electronics
2023-02-16,Jackson-Howell,417.62,208.81,Travel
2023-02-17,Zara,97.67,32.56,Clothing
2023-02-19,Nike,85.06,28.35,Clothing
2023-02-20,Apple,942.96,942.96,Electronics
2023-02-22,Zara,136.04,136.04,Clothing
2023-02-25,Walmart,23.52,23.52,Groceries
2023-02-26,Apple,150.13,50.04,Electronics
2023-02-27,Poole Ltd,101.63,101.63,Clothing
2023-03-04,Apple,209.0,209.0,Electronics
2023-03-05,CVS,35.2,35.2,Health
2023-03-06,"Farmer, Hill and Rodriguez",133.63,133.63,Groceries
2023-03-07,H&M,88.44,88.44,Clothing
2023-03-08,H&M,170.43,56.81,Clothing
2023-03-10,Delta Airlines,407.12,407.12,Travel
2023-03-11,Frost Group,81.18,81.18,Groceries
2023-03-12,Walmart,29.97,29.97,Groceries
2023-03-13,"Leach, Perez and Williams",53.53,53.53,Health
2023-03-15,Starbucks,55.61,55.61,Dining
2023-03-16,CVS,11.27,3.76,Health
2023-03-21,CVS,86.46,86.46,Health
2023-03-25,Ruiz-Brown,379.68,379.68,Electronics
2023-03-26,Target,100.53,100.53,Groceries
