date,income,expense,balance,description
2023-01-01,5000.14,0.0,14392.85,Salary
2023-01-01,0.0,148.31,14244.54,Wire Transfer
2023-01-03,0.0,43.2,14201.34,ATM Withdrawal
2023-01-06,0.0,90.81,14110.53,ATM Withdrawal
2023-01-08,0.0,87.67,14022.86,Wire Transfer
2023-01-10,0.0,106.4,13916.46,ATM Withdrawal
2023-01-11,0.0,133.34,13783.12,Wire Transfer
2023-01-19,0.0,48.4,13734.72,Bill Payment
2023-01-22,6.21,0.0,13740.93,Interest Payment
2023-01-25,0.0,81.96,13658.97,ATM Withdrawal
2023-01-26,0.0,71.56,13587.41,Bill Payment
2023-01-28,0.0,1577.23,19509.45,Credit Card Payment
2023-02-01,4828.14,0.0,18415.55,Salary
2023-02-01,0.0,145.14,18270.41,Bill Payment
2023-02-05,0.0,118.11,18152.3,Loan Payment
2023-02-06,0.0,36.41,18115.89,Wire Transfer
2023-02-08,0.0,39.59,18076.3,ATM Withdrawal
2023-02-11,0.0,72.98,18003.32,Bill Payment
2023-02-15,0.0,146.68,17856.64,ATM Withdrawal
2023-02-16,0.0,130.96,17725.68,Bill Payment
2023-02-17,0.0,65.94,17659.74,Bill Payment
2023-02-18,0.0,119.37,17540.37,ATM Withdrawal
2023-02-22,4.64,0.0,17545.01,Interest Payment
2023-02-23,0.0,35.71,17509.3,ATM Withdrawal
2023-02-24,0.0,94.62,17414.68,Bill Payment
2023-02-25,0.0,123.19,17291.49,Bill Payment
2023-02-28,0.0,1717.45,17792.0,Credit Card Payment
2023-03-01,5073.26,0.0,22364.75,Salary
2023-03-02,0.0,114.79,22249.96,Wire Transfer
2023-03-06,0.0,137.99,22111.97,Wire Transfer
2023-03-08,0.0,49.0,22062.97,ATM Withdrawal
2023-03-09,0.0,146.91,21916.06,Bill Payment
2023-03-11,0.0,106.16,21809.9,Bill Payment
2023-03-14,0.0,55.56,21754.34,Wire Transfer
2023-03-15,0.0,77.79,21676.55,ATM Withdrawal
2023-03-17,0.0,112.51,21564.04,ATM Withdrawal
2023-03-18,0.0,48.74,21515.3,Loan Payment
2023-03-19,0.0,98.78,21416.52,ATM Withdrawal
2023-03-22,4.3,0.0,21420.82,Interest Payment
2023-03-23,0.0,145.27,21275.55,ATM Withdrawal
2023-03-27,0.0,118.4,21157.15,Bill Payment
2023-03-28,0.0,826.88,16965.12,Credit Card Payment
2023-03-31,0.0,70.47,21086.68,ATM Withdrawal
2023-04-28,0.0,203.21,16761.91,Credit Card Payment
2023-05-28,0.0,143.17,16618.74,Credit Card Payment
