date,income,expense,balance,description
2023-01-01,0.0,76.17,6402.17,Bill Payment
2023-01-03,0.0,106.98,6295.19,Wire Transfer
2023-01-04,3095.27,0.0,9390.46,Salary
2023-01-05,0.0,145.24,9245.22,Wire Transfer
2023-01-06,0.0,81.96,9163.26,Bill Payment
2023-01-08,0.0,22.5,9140.76,Bill Payment
2023-01-10,0.0,55.0,9085.76,ATM Withdrawal
2023-01-14,0.0,78.02,9007.74,ATM Withdrawal
2023-01-15,0.0,44.45,8963.29,ATM Withdrawal
2023-01-25,3.4,0.0,8966.69,Interest Payment
2023-01-25,0.0,125.93,8840.76,ATM Withdrawal
2023-01-28,0.0,1801.03,11416.36,Credit Card Payment
2023-01-30,0.0,110.12,8730.64,ATM Withdrawal
2023-02-01,0.0,124.4,8606.24,Bill Payment
2023-02-04,3078.34,0.0,11684.58,Salary
2023-02-05,0.0,143.43,11541.15,ATM Withdrawal
2023-02-13,0.0,61.15,11480.0,Bill Payment
2023-02-25,5.86,0.0,11485.86,Interest Payment
2023-02-27,0.0,70.98,11414.88,ATM Withdrawal
2023-02-28,0.0,2220.73,9195.63,Credit Card Payment
2023-03-01,0.0,102.54,11312.34,Wire Transfer
2023-03-04,2933.08,0.0,14245.42,Salary
2023-03-04,0.0,65.45,14179.97,Bill Payment
2023-03-05,0.0,131.34,14048.63,Wire Transfer
2023-03-07,0.0,112.72,13935.91,Bill Payment
2023-03-08,0.0,110.62,13825.29,ATM Withdrawal
2023-03-11,0.0,20.95,13804.34,ATM Withdrawal
2023-03-19,0.0,46.75,13757.59,ATM Withdrawal
2023-03-21,0.0,74.31,13683.28,Loan Payment
2023-03-24,0.0,140.22,13543.06,ATM Withdrawal
2023-03-25,4.95,0.0,13548.01,Interest Payment
2023-03-25,0.0,122.03,13425.98,ATM Withdrawal
2023-03-28,0.0,79.58,13346.4,Bill Payment
2023-03-28,0.0,2079.05,7116.58,Credit Card Payment
2023-03-30,0.0,129.01,13217.39,Bill Payment
2023-04-28,0.0,587.52,6529.06,Credit Card Payment
2023-05-28,0.0,40.16,6488.9,Credit Card Payment
