date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Patterson Ltd,30.85,30.85,Entertainment
2023-01-03,Garcia-Johnson,87.68,29.23,Clothing
2023-01-05,Nike,110.08,110.08,Clothing
2023-01-06,CVS,11.5,11.5,Health
2023-01-09,"Mason, Drake and Smith",39.47,39.47,Health
2023-01-12,CVS,67.29,67.29,Health
2023-01-14,IKEA,327.7,109.23,Home
2023-01-15,CVS,22.69,22.69,Health
2023-01-16,Adidas,133.29,133.29,Clothing
2023-01-18,Uber,364.35,364.35,Travel
2023-01-19,Skinner and Sons,61.01,61.01,Health
2023-01-22,Adidas,188.4,62.8,Clothing
2023-01-23,Nike,58.49,58.49,Clothing
2023-01-25,"Townsend, Morales and Carrillo",48.19,48.19,Groceries
2023-01-27,Target,113.92,113.92,Groceries
2023-01-28,Brooks and Sons,64.61,64.61,Groceries
2023-01-30,Target,59.91,59.91,Groceries
2023-02-01,CVS,20.25,20.25,Health
2023-02-03,Smith PLC,17.78,17.78,Dining
2023-02-06,Romero Inc,159.7,159.7,Home
2023-02-09,Amazon,848.35,848.35,Electronics
2023-02-11,Starbucks,34.01,17.0,Dining
2023-02-12,"Anderson, Ibarra and Reynolds",28.94,28.94,Dining
2023-02-15,Apple,520.4,520.4,Electronics
2023-02-16,Nike,42.51,21.25,Clothing
2023-02-17,H&M,148.82,74.41,Clothing
2023-02-19,"Miller, Pierce and Dillon",93.01,93.01,Entertainment
2023-02-20,IKEA,225.38,225.38,Home
2023-02-23,Dorsey Inc,44.79,44.79,Dining
2023-03-01,Adidas,126.09,126.09,Clothing
2023-03-04,Amazon,555.44,185.15,Electronics
2023-03-06,Moss Ltd,30.03,15.02,Dining
2023-03-07,Apple,490.52,490.52,Electronics
2023-03-08,IKEA,270.02,270.02,Home
2023-03-09,Delta Airlines,220.91,110.45,Travel
2023-03-10,Thomas Group,59.69,59.69,Groceries
2023-03-11,"Smith, Brown and Thomas",88.83,88.83,Health
2023-03-18,Apple,186.36,186.36,Electronics
2023-03-19,IKEA,197.86,197.86,Home
2023-03-20,"Ochoa, Stone and Diaz",15.86,15.86,Dining
2023-03-21,Uber,283.63,283.63,Travel
2023-03-22,Adidas,83.32,27.77,Clothing
2023-03-23,CVS,27.18,27.18,Health
2023-03-26,Amazon,123.44,123.44,Electronics
2023-03-27,Walmart,120.36,120.36,Groceries
