date,income,expense,balance,description
2023-01-03,4157.86,0.0,9599.13,Salary
2023-01-05,0.0,43.46,9555.67,Bill Payment
2023-01-07,0.0,114.33,9441.34,Bill Payment
2023-01-08,0.0,92.21,9349.13,ATM Withdrawal
2023-01-09,0.0,68.5,9280.63,ATM Withdrawal
2023-01-11,0.0,148.79,9131.84,ATM Withdrawal
2023-01-12,0.0,48.09,9083.75,Wire Transfer
2023-01-13,0.0,143.65,8940.1,Bill Payment
2023-01-15,0.0,58.07,8882.03,Bill Payment
2023-01-22,0.0,143.14,8738.89,Wire Transfer
2023-01-23,5.12,0.0,8744.01,Interest Payment
2023-01-28,0.0,3222.12,12201.26,Credit Card Payment
2023-01-30,0.0,114.54,8629.47,Bill Payment
2023-01-31,0.0,39.39,8590.08,Bill Payment
2023-02-03,4182.79,0.0,12772.87,Salary
2023-02-06,0.0,44.24,12728.63,Bill Payment
2023-02-08,0.0,87.69,12640.94,ATM Withdrawal
2023-02-09,0.0,39.19,12601.75,Bill Payment
2023-02-14,0.0,88.31,12513.44,Bill Payment
2023-02-15,0.0,70.49,12442.95,Bill Payment
2023-02-18,0.0,145.63,12297.32,Bill Payment
2023-02-22,0.0,22.89,12274.43,ATM Withdrawal
2023-02-23,6.26,0.0,12280.69,Interest Payment
2023-02-23,0.0,146.68,12134.01,ATM Withdrawal
2023-02-28,0.0,1835.6,10365.66,Credit Card Payment
2023-03-01,0.0,48.17,12085.84,Loan Payment
2023-03-02,0.0,75.98,12009.86,ATM Withdrawal
2023-03-03,4335.33,0.0,16345.19,Salary
2023-03-07,0.0,130.47,16214.72,Loan Payment
2023-03-09,0.0,114.61,16100.11,Wire Transfer
2023-03-13,0.0,144.23,15955.88,ATM Withdrawal
2023-03-18,0.0,37.59,15918.29,ATM Withdrawal
2023-03-19,0.0,131.59,15786.7,ATM Withdrawal
2023-03-20,0.0,63.54,15723.16,Bill Payment
2023-03-23,6.85,0.0,15730.01,Interest Payment
2023-03-23,0.0,30.09,15699.92,Bill Payment
2023-03-28,0.0,94.65,15605.27,Bill Payment
2023-03-28,0.0,2691.49,7674.17,Credit Card Payment
2023-03-29,0.0,148.2,15457.07,Bill Payment
2023-03-31,0.0,33.69,15423.38,ATM Withdrawal
2023-04-28,0.0,634.67,7039.5,Credit Card Payment
2023-05-28,0.0,38.61,7000.89,Credit Card Payment
