date,income,expense,balance,description
2023-01-02,2946.84,0.0,9331.74,Salary
2023-01-03,0.0,37.7,9294.04,ATM Withdrawal
2023-01-14,0.0,132.94,9161.1,ATM Withdrawal
2023-01-15,0.0,76.88,9084.22,ATM Withdrawal
2023-01-17,0.0,135.26,8948.96,Loan Payment
2023-01-20,0.0,106.41,8842.55,Wire Transfer
2023-01-21,9.55,0.0,8852.1,Interest Payment
2023-01-28,0.0,3112.96,10121.95,Credit Card Payment
2023-02-01,0.0,55.55,8796.55,ATM Withdrawal
2023-02-02,3078.76,0.0,11875.31,Salary
2023-02-03,0.0,83.36,11791.95,Bill Payment
2023-02-07,0.0,72.67,11719.28,ATM Withdrawal
2023-02-08,0.0,72.76,11646.52,Bill Payment
2023-02-11,0.0,129.59,11516.93,Bill Payment
2023-02-21,6.12,0.0,11523.05,Interest Payment
2023-02-22,0.0,73.9,11449.15,Wire Transfer
2023-02-24,0.0,142.9,11306.25,Bill Payment
2023-02-26,0.0,22.43,11283.82,ATM Withdrawal
2023-02-28,0.0,2149.29,7972.66,Credit Card Payment
2023-03-01,0.0,118.15,11165.67,Bill Payment
2023-03-02,3066.65,0.0,14232.32,Salary
2023-03-02,0.0,101.64,14130.68,ATM Withdrawal
2023-03-07,0.0,44.85,14085.83,Wire Transfer
2023-03-08,0.0,81.58,14004.25,Bill Payment
2023-03-10,0.0,46.67,13957.58,ATM Withdrawal
2023-03-16,0.0,78.85,13878.73,ATM Withdrawal
2023-03-19,0.0,37.19,13841.54,Wire Transfer
2023-03-21,2.53,0.0,13844.07,Interest Payment
2023-03-22,0.0,89.86,13754.21,Bill Payment
2023-03-24,0.0,56.76,13697.45,Bill Payment
2023-03-25,0.0,137.36,13560.09,ATM Withdrawal
2023-03-26,0.0,149.97,13410.12,Bill Payment
2023-03-27,0.0,78.63,13331.49,Bill Payment
2023-03-28,0.0,57.95,13273.54,Bill Payment
2023-03-28,0.0,3906.53,4066.13,Credit Card Payment
2023-03-31,0.0,38.63,13234.91,Bill Payment
2023-04-28,0.0,102.02,3964.11,Credit Card Payment
