date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Flynn and Sons,910.89,910.89,Electronics
2023-01-02,McDonald's,12.43,12.43,Dining
2023-01-06,Lucero Group,63.28,63.28,Entertainment
2023-01-10,Adidas,199.64,199.64,Clothing
2023-01-13,Nike,36.16,18.08,Clothing
2023-01-14,Zara,96.35,96.35,Clothing
2023-01-20,Uber,260.36,260.36,Travel
2023-01-21,CVS,83.37,83.37,Health
2023-01-23,Day-Bennett,30.57,30.57,Dining
2023-01-25,Target,78.05,78.05,Groceries
2023-01-27,Starbucks,37.54,37.54,Dining
2023-02-01,Adidas,135.14,135.14,Clothing
2023-02-03,Nike,44.99,44.99,Clothing
2023-02-04,Apple,115.9,115.9,Electronics
2023-02-06,Walgreens,80.96,80.96,Health
2023-02-07,Nike,159.99,159.99,Clothing
2023-02-08,Palmer Ltd,53.7,26.85,Dining
2023-02-12,Walgreens,87.52,87.52,Health
2023-02-14,Starbucks,16.31,16.31,Dining
2023-02-19,Amazon,909.22,909.22,Electronics
2023-02-21,Delta Airlines,263.3,131.65,Travel
2023-02-23,Zara,34.32,17.16,Clothing
2023-02-25,Walmart,35.05,11.68,Groceries
2023-02-28,IKEA,109.3,109.3,Home
2023-03-02,Walgreens,14.48,14.48,Health
2023-03-05,IKEA,196.95,196.95,Home
2023-03-10,Walgreens,35.5,35.5,Health
2023-03-12,Garner Inc,85.22,85.22,Entertainment
2023-03-13,IKEA,315.5,315.5,Home
2023-03-15,Uber,428.65,428.65,Travel
2023-03-18,Zara,46.86,46.86,Clothing
2023-03-19,"Medina, Kim and Powell",397.6,397.6,Travel
2023-03-22,"Becker, Thompson and Stone",999.16,999.16,Electronics
2023-03-23,Uber,218.69,109.34,Travel
2023-03-25,Zara,182.57,60.86,Clothing
2023-03-27,Nike,174.07,174.07,Clothing
2023-03-30,Nike,190.74,190.74,Clothing
2023-03-31,Target,38.17,38.17,Groceries
