date,business_name,amount_of_deal,amount_paid,category
2023-01-03,Miller-Bennett,375.49,187.75,Home
2023-01-04,H&M,134.05,134.05,Clothing
2023-01-09,Delta Airlines,303.79,303.79,Travel
2023-01-13,Zara,115.45,115.45,Clothing
2023-01-21,Peters Inc,92.98,30.99,Entertainment
2023-01-23,McDonald's,25.53,25.53,Dining
2023-01-24,Zara,73.07,73.07,Clothing
2023-01-25,Gonzalez-Kelly,853.83,853.83,Electronics
2023-01-26,Murphy Inc,27.17,13.59,Health
2023-01-27,Davenport Inc,32.25,32.25,Health
2023-01-31,Uber,117.7,117.7,Travel
2023-02-05,Zara,77.05,77.05,Clothing
2023-02-06,Elliott PLC,221.74,221.74,Home
2023-02-07,Mckinney Inc,34.19,34.19,Health
2023-02-16,Target,41.86,41.86,Groceries
2023-02-18,Apple,258.26,129.13,Electronics
2023-02-22,Walmart,97.88,97.88,Groceries
2023-03-02,Apple,597.87,597.87,Electronics
2023-03-06,Swanson LLC,63.53,63.53,Groceries
2023-03-07,Walters-Lopez,23.27,23.27,Dining
2023-03-09,IKEA,385.4,385.4,Home
2023-03-10,Target,46.56,46.56,Groceries
2023-03-14,Zara,31.2,31.2,Clothing
2023-03-15,Target,93.54,93.54,Groceries
2023-03-18,Apple,917.08,305.69,Electronics
2023-03-21,Adidas,57.68,57.68,Clothing
2023-03-22,Starbucks,47.77,47.77,Dining
2023-03-23,H&M,55.07,27.54,Clothing
2023-03-25,CVS,53.17,53.17,Health
2023-03-26,McDonald's,15.34,15.34,Dining
2023-03-27,Target,42.36,42.36,Groceries
2023-03-31,Amazon,211.83,211.83,Electronics
