date,business_name,amount_of_deal,amount_paid,category
2023-01-02,"Wheeler, Gonzalez and Cruz",93.72,31.24,Entertainment
2023-01-08,McDonald's,24.97,24.97,Dining
2023-01-09,Delta Airlines,474.31,474.31,Travel
2023-01-10,Uber,280.54,280.54,Travel
2023-01-11,"Armstrong, Blake and Ali",945.77,945.77,Electronics
2023-01-15,Harrington-Stout,81.25,81.25,Entertainment
2023-01-16,IKEA,354.0,354.0,Home
2023-01-17,Adidas,120.22,120.22,Clothing
2023-01-18,Uber,94.15,47.08,Travel
2023-01-19,Target,117.14,58.57,Groceries
2023-01-20,Adidas,52.39,52.39,Clothing
2023-01-25,H&M,132.3,132.3,Clothing
2023-01-27,Target,44.86,44.86,Groceries
2023-01-30,Delta Airlines,352.37,352.37,Travel
2023-02-06,Starbucks,21.95,21.95,Dining
2023-02-07,Lawson-Ferguson,51.16,51.16,Health
2023-02-13,Amazon,744.13,744.13,Electronics
2023-02-14,Apple,798.44,798.44,Electronics
2023-02-15,"Hunt, Stewart and Aguilar",565.22,565.22,Electronics
2023-02-16,Patel-Landry,70.42,70.42,Health
2023-02-22,Zara,191.53,191.53,Clothing
2023-02-26,Lara-Walker,134.64,67.32,Groceries
2023-02-28,Johnson-Gutierrez,22.7,11.35,Dining
2023-03-02,Tanner Inc,28.15,28.15,Groceries
2023-03-05,Hernandez Group,54.33,54.33,Dining
2023-03-10,"Ball, Greer and Miller",23.9,23.9,Dining
2023-03-14,Amazon,518.87,259.44,Electronics
2023-03-20,IKEA,184.29,184.29,Home
2023-03-23,Apple,478.35,478.35,Electronics
2023-03-25,"Hudson, Flores and Martin",70.77,70.77,Clothing
2023-03-28,Target,72.0,36.0,Groceries
