date,business_name,amount_of_deal,amount_paid,category
2023-01-02,"Robertson, Thomas and Richardson",73.1,73.1,Groceries
2023-01-08,Zara,148.56,74.28,Clothing
2023-01-12,CVS,95.96,95.96,Health
2023-01-15,Walmart,136.3,136.3,Groceries
2023-01-16,IKEA,70.8,70.8,Home
2023-01-17,Delta Airlines,105.9,35.3,Travel
2023-01-28,Target,60.53,20.18,Groceries
2023-01-29,Garcia-Rivera,312.91,312.91,Home
2023-01-30,Apple,185.68,185.68,Electronics
2023-02-04,Uber,156.09,156.09,Travel
2023-02-08,McDonald's,18.23,18.23,Dining
2023-02-09,Amazon,491.69,491.69,Electronics
2023-02-11,Sanchez-Nelson,140.83,140.83,Travel
2023-02-12,Target,91.29,91.29,Groceries
2023-02-15,Amazon,311.85,103.95,Electronics
2023-02-24,CVS,53.07,53.07,Health
2023-02-28,Delta Airlines,190.21,190.21,Travel
2023-03-01,CVS,18.67,18.67,Health
2023-03-04,McDonald's,44.88,44.88,Dining
2023-03-07,IKEA,148.9,148.9,Home
2023-03-08,"Stokes, Webster and Bryant",371.36,371.36,Travel
2023-03-10,IKEA,114.68,114.68,Home
2023-03-12,Delta Airlines,494.91,494.91,Travel
2023-03-13,IKEA,81.14,81.14,Home
2023-03-16,Nike,91.44,91.44,Clothing
2023-03-18,Starbucks,43.6,14.53,Dining
2023-03-20,Apple,967.46,322.49,Electronics
2023-03-21,Jordan-Brown,84.67,84.67,Groceries
2023-03-23,Walmart,54.85,54.85,Groceries
2023-03-25,Starbucks,52.25,52.25,Dining
2023-03-27,"Mcfarland, Walker and Gardner",139.77,139.77,Groceries
2023-03-29,Starbucks,44.24,44.24,Dining
2023-03-30,Walgreens,53.36,53.36,Health
2023-03-31,Lopez-Holt,120.64,60.32,Groceries
