date,business_name,amount_of_deal,amount_paid,category
2023-01-01,McDonald's,41.28,20.64,Dining
2023-01-02,IKEA,196.79,65.6,Home
2023-01-03,Apple,369.32,184.66,Electronics
2023-01-05,Garcia-Nguyen,46.69,46.69,Entertainment
2023-01-06,Delta Airlines,360.93,360.93,Travel
2023-01-12,H&M,138.12,138.12,Clothing
2023-01-14,IKEA,268.58,89.53,Home
2023-01-17,Stuart LLC,118.77,39.59,Groceries
2023-01-19,Starbucks,11.76,11.76,Dining
2023-01-21,CVS,45.21,22.61,Health
2023-01-26,Starbucks,18.68,6.23,Dining
2023-01-29,Mason-Miller,278.45,278.45,Home
2023-01-30,"Walker, York and Leblanc",76.27,25.42,Clothing
2023-02-01,"Barnett, Jones and Barrera",95.66,47.83,Groceries
2023-02-04,Delta Airlines,153.59,153.59,Travel
2023-02-05,Zara,187.67,93.83,Clothing
2023-02-08,Zara,70.15,70.15,Clothing
2023-02-11,Target,32.27,10.76,Groceries
2023-02-14,Nike,124.11,41.37,Clothing
2023-02-18,Zara,45.56,15.19,Clothing
2023-02-20,Walgreens,61.28,61.28,Health
2023-02-27,Amazon,440.5,220.25,Electronics
2023-02-28,Uber,144.96,48.32,Travel
2023-03-03,Clark Group,292.52,146.26,Travel
2023-03-04,Target,137.95,137.95,Groceries
2023-03-07,Uber,438.9,438.9,Travel
2023-03-13,Butler-Cole,20.44,20.44,Health
2023-03-15,Walmart,49.43,49.43,Groceries
2023-03-16,Apple,360.76,360.76,Electronics
2023-03-19,IKEA,295.03,295.03,Home
2023-03-21,Delta Airlines,397.1,198.55,Travel
2023-03-22,Amazon,168.77,168.77,Electronics
2023-03-23,Bailey-Acosta,232.01,232.01,Travel
2023-03-24,Duncan-Brown,469.79,156.6,Electronics
2023-03-28,Zara,147.24,147.24,Clothing
