date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Target,37.06,37.06,Groceries
2023-01-05,"Fleming, Lozano and Robinson",126.29,126.29,Electronics
2023-01-06,Delta Airlines,370.53,370.53,Travel
2023-01-08,Scott-Rose,56.49,56.49,Dining
2023-01-21,IKEA,368.54,368.54,Home
2023-01-22,Finley Group,61.72,61.72,Clothing
2023-01-25,"Wall, Young and Elliott",39.84,39.84,Health
2023-01-27,McDonald's,38.01,38.01,Dining
2023-01-28,McDonald's,11.02,11.02,Dining
2023-01-29,McDonald's,40.64,40.64,Dining
2023-02-01,Walgreens,12.87,6.43,Health
2023-02-04,IKEA,199.66,199.66,Home
2023-02-05,Nike,125.73,125.73,Clothing
2023-02-06,"Morgan, Hanson and Norman",691.44,691.44,Electronics
2023-02-09,Walgreens,22.54,22.54,Health
2023-02-13,Starbucks,40.01,40.01,Dining
2023-02-16,Delta Airlines,495.73,247.87,Travel
2023-02-19,Delta Airlines,211.23,105.61,Travel
2023-02-21,Nike,132.71,66.36,Clothing
2023-02-23,Delta Airlines,203.23,203.23,Travel
2023-02-25,Amazon,754.38,754.38,Electronics
2023-02-28,Zara,140.65,140.65,Clothing
2023-03-01,H&M,104.99,104.99,Clothing
2023-03-03,CVS,92.12,92.12,Health
2023-03-06,Nike,140.18,140.18,Clothing
2023-03-09,Walgreens,74.92,37.46,Health
2023-03-13,Starbucks,19.92,19.92,Dining
2023-03-17,Amazon,945.06,945.06,Electronics
2023-03-23,"Greene, Davenport and Moore",47.56,47.56,Clothing
2023-03-25,Amazon,184.82,184.82,Electronics
2023-03-26,IKEA,90.56,90.56,Home
2023-03-28,Moore Ltd,97.74,97.74,Home
2023-03-29,Spencer-Murphy,540.11,540.11,Electronics
2023-03-30,Glenn-Spencer,391.65,391.65,Home
2023-03-31,Starbucks,23.93,23.93,Dining
