date,business_name,amount_of_deal,amount_paid,category
2023-01-03,Adidas,84.3,84.3,Clothing
2023-01-06,"Gray, Holland and Douglas",131.56,131.56,Groceries
2023-01-12,Zara,60.82,60.82,Clothing
2023-01-13,IKEA,39.3,39.3,Home
2023-01-14,Eaton Group,49.57,49.57,Clothing
2023-01-18,"Miller, Kirby and Randolph",348.32,348.32,Travel
2023-01-19,Target,39.41,39.41,Groceries
2023-01-23,IKEA,219.55,109.78,Home
2023-01-24,Walgreens,86.6,86.6,Health
2023-01-25,Odonnell Group,349.6,349.6,Travel
2023-01-26,Amazon,623.44,623.44,Electronics
2023-01-31,Starbucks,15.08,15.08,Dining
2023-02-05,Walls-Phillips,934.0,934.0,Electronics
2023-02-06,Walgreens,35.39,17.7,Health
2023-02-08,Adidas,120.5,120.5,Clothing
2023-02-09,McDonald's,46.24,46.24,Dining
2023-02-10,Target,75.47,75.47,Groceries
2023-02-12,Adidas,100.6,100.6,Clothing
2023-02-13,Apple,920.22,920.22,Electronics
2023-02-14,Gonzales-Smith,72.28,72.28,Health
2023-02-19,Walgreens,70.18,70.18,Health
2023-02-20,Walmart,56.09,56.09,Groceries
2023-02-24,Apple,485.07,485.07,Electronics
2023-02-26,IKEA,51.46,51.46,Home
2023-02-27,Walmart,114.32,114.32,Groceries
2023-02-28,Zara,162.84,162.84,Clothing
2023-03-04,Miles Ltd,247.59,247.59,Electronics
2023-03-05,CVS,99.66,49.83,Health
2023-03-07,Apple,337.67,337.67,Electronics
2023-03-08,Starbucks,52.53,52.53,Dining
2023-03-09,Adidas,114.24,114.24,Clothing
2023-03-11,Adidas,89.12,89.12,Clothing
2023-03-12,McDonald's,51.57,51.57,Dining
2023-03-13,"Castaneda, Perry and Long",169.93,169.93,Clothing
2023-03-17,Amazon,758.07,758.07,Electronics
2023-03-19,Apple,701.14,701.14,Electronics
2023-03-27,CVS,82.62,82.62,Health
2023-03-29,Delta Airlines,199.71,199.71,Travel
2023-03-30,IKEA,364.39,364.39,Home
