date,income,expense,balance,description
2023-01-02,0.0,134.49,6588.84,Wire Transfer
2023-01-03,0.0,95.96,6492.88,ATM Withdrawal
2023-01-04,6455.14,0.0,12948.02,Salary
2023-01-06,0.0,118.11,12829.91,ATM Withdrawal
2023-01-09,0.0,143.32,12686.59,Bill Payment
2023-01-10,0.0,32.15,12654.44,Bill Payment
2023-01-12,0.0,87.24,12567.2,ATM Withdrawal
2023-01-14,0.0,55.79,12511.41,Loan Payment
2023-01-15,0.0,41.01,12470.4,Bill Payment
2023-01-22,4.68,0.0,12475.08,Interest Payment
2023-01-22,0.0,130.77,12344.31,Bill Payment
2023-01-25,0.0,41.26,12303.05,Bill Payment
2023-01-28,0.0,58.77,12244.28,ATM Withdrawal
2023-01-28,0.0,2086.76,21478.6,Credit Card Payment
2023-02-04,6190.9,0.0,18435.18,Salary
2023-02-08,0.0,56.96,18378.22,ATM Withdrawal
2023-02-09,0.0,22.82,18355.4,Loan Payment
2023-02-17,0.0,107.01,18248.39,ATM Withdrawal
2023-02-19,0.0,22.31,18226.08,Bill Payment
2023-02-22,8.28,0.0,18234.36,Interest Payment
2023-02-24,0.0,146.76,18087.6,Bill Payment
2023-02-26,0.0,50.96,18036.64,ATM Withdrawal
2023-02-28,0.0,114.56,17922.08,ATM Withdrawal
2023-02-28,0.0,1945.66,19532.94,Credit Card Payment
2023-03-04,6298.78,0.0,24220.86,Salary
2023-03-07,0.0,144.86,24076.0,ATM Withdrawal
2023-03-12,0.0,104.38,23971.62,Wire Transfer
2023-03-19,0.0,142.51,23829.11,ATM Withdrawal
2023-03-22,7.02,0.0,23836.13,Interest Payment
2023-03-22,0.0,95.46,23740.67,Wire Transfer
2023-03-24,0.0,46.46,23694.21,Bill Payment
2023-03-28,0.0,1989.19,17543.75,Credit Card Payment
2023-03-30,0.0,128.85,23565.36,Bill Payment
2023-04-28,0.0,151.97,17391.78,Credit Card Payment
