date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Uber,313.96,313.96,Travel
2023-01-02,Brennan and Sons,376.77,376.77,Electronics
2023-01-13,Delta Airlines,475.39,475.39,Travel
2023-01-15,Nguyen-Evans,87.88,87.88,Health
2023-01-17,Target,130.42,130.42,Groceries
2023-01-22,Target,54.61,54.61,Groceries
2023-01-24,Apple,171.04,171.04,Electronics
2023-01-28,"Harris, Howe and Reyes",165.95,165.95,Clothing
2023-01-31,Apple,446.16,446.16,Electronics
2023-02-03,Horne Inc,139.73,139.73,Clothing
2023-02-05,Adidas,195.06,195.06,Clothing
2023-02-06,Delta Airlines,64.91,64.91,Travel
2023-02-11,Starbucks,20.54,20.54,Dining
2023-02-12,Mccall LLC,35.11,35.11,Dining
2023-02-15,CVS,99.04,99.04,Health
2023-02-16,Walmart,107.43,107.43,Groceries
2023-02-20,Yates-Arroyo,31.52,31.52,Dining
2023-02-21,McDonald's,40.96,40.96,Dining
2023-02-22,IKEA,301.43,301.43,Home
2023-02-23,Ramsey and Sons,74.4,74.4,Health
2023-02-26,H&M,193.23,193.23,Clothing
2023-02-27,H&M,176.11,176.11,Clothing
2023-03-02,Adidas,186.78,186.78,Clothing
2023-03-04,McDonald's,46.53,46.53,Dining
2023-03-09,"Lin, Strickland and Rogers",397.06,198.53,Electronics
2023-03-10,Adidas,197.89,197.89,Clothing
2023-03-12,Target,98.59,98.59,Groceries
2023-03-13,Walmart,34.17,34.17,Groceries
2023-03-17,Delta Airlines,429.35,429.35,Travel
2023-03-18,Sanchez Group,17.46,5.82,Dining
2023-03-19,Adidas,170.15,170.15,Clothing
2023-03-20,Walgreens,47.59,23.8,Health
2023-03-21,Adidas,151.87,151.87,Clothing
2023-03-22,H&M,137.61,137.61,Clothing
2023-03-24,Apple,342.17,342.17,Electronics
2023-03-27,CVS,25.67,25.67,Health
2023-03-29,Delta Airlines,355.25,355.25,Travel
2023-03-30,Frost PLC,88.48,88.48,Groceries
