date,income,expense,balance,description
2023-01-01,0.0,121.23,9614.99,Bill Payment
2023-01-03,4965.11,0.0,14580.1,Salary
2023-01-08,0.0,26.4,14553.7,Bill Payment
2023-01-22,0.0,120.15,14433.55,Wire Transfer
2023-01-26,8.75,0.0,14442.3,Interest Payment
2023-01-28,0.0,21.31,14420.99,ATM Withdrawal
2023-01-28,0.0,2314.5,20329.17,Credit Card Payment
2023-01-31,0.0,144.81,14276.18,Bill Payment
2023-02-02,0.0,144.73,14131.45,ATM Withdrawal
2023-02-03,4854.09,0.0,18985.54,Salary
2023-02-04,0.0,87.61,18897.93,Loan Payment
2023-02-10,0.0,85.77,18812.16,ATM Withdrawal
2023-02-11,0.0,51.58,18760.58,Bill Payment
2023-02-13,0.0,84.1,18676.48,ATM Withdrawal
2023-02-15,0.0,76.38,18600.1,Wire Transfer
2023-02-17,0.0,27.65,18572.45,ATM Withdrawal
2023-02-18,0.0,64.0,18508.45,Bill Payment
2023-02-21,0.0,57.08,18451.37,ATM Withdrawal
2023-02-26,3.14,0.0,18454.51,Interest Payment
2023-02-26,0.0,92.93,18361.58,ATM Withdrawal
2023-02-28,0.0,3191.15,17138.02,Credit Card Payment
2023-03-02,0.0,29.97,18331.61,Bill Payment
2023-03-03,4842.9,0.0,23174.51,Salary
2023-03-09,0.0,101.78,23072.73,Wire Transfer
2023-03-12,0.0,62.59,23010.14,Bill Payment
2023-03-15,0.0,66.76,22943.38,ATM Withdrawal
2023-03-16,0.0,77.63,22865.75,ATM Withdrawal
2023-03-18,0.0,103.33,22762.42,ATM Withdrawal
2023-03-26,3.37,0.0,22765.79,Interest Payment
2023-03-28,0.0,20.99,22744.8,Bill Payment
2023-03-28,0.0,1372.06,15765.96,Credit Card Payment
2023-03-30,0.0,101.13,22643.67,ATM Withdrawal
2023-04-28,0.0,241.08,15524.88,Credit Card Payment
2023-05-28,0.0,49.83,15475.05,Credit Card Payment
