date,business_name,amount_of_deal,amount_paid,category
2023-01-01,Nike,92.78,92.78,Clothing
2023-01-02,Walmart,32.02,32.02,Groceries
2023-01-04,Starbucks,21.86,21.86,Dining
2023-01-06,Starbucks,30.13,30.13,Dining
2023-01-10,IKEA,266.05,266.05,Home
2023-01-12,IKEA,165.89,55.3,Home
2023-01-17,Target,35.76,35.76,Groceries
2023-01-18,"Johns, Mckenzie and Houston",827.42,827.42,Electronics
2023-01-21,Fox-Douglas,682.56,682.56,Electronics
2023-01-24,McDonald's,17.62,17.62,Dining
2023-01-26,"Benson, Johnson and Hebert",255.9,255.9,Travel
2023-02-01,Uber,170.17,170.17,Travel
2023-02-02,Walmart,89.74,89.74,Groceries
2023-02-09,H&M,171.94,85.97,Clothing
2023-02-16,McDonald's,27.79,27.79,Dining
2023-02-18,Walgreens,58.07,58.07,Health
2023-02-19,Obrien Group,47.51,47.51,Clothing
2023-02-22,Walmart,71.51,71.51,Groceries
2023-02-23,Wagner-Green,44.35,44.35,Groceries
2023-02-26,Horton LLC,453.23,453.23,Travel
2023-02-27,Starbucks,32.29,32.29,Dining
2023-03-11,Amazon,754.57,754.57,Electronics
2023-03-13,Uber,59.24,59.24,Travel
2023-03-14,Holder PLC,295.7,295.7,Home
2023-03-17,Uber,108.57,36.19,Travel
2023-03-21,Lutz-White,187.37,187.37,Home
2023-03-24,Rocha PLC,140.17,140.17,Home
2023-03-25,Starbucks,42.31,42.31,Dining
2023-03-26,"Mcmillan, Rush and Rodriguez",75.15,75.15,Entertainment
2023-03-28,Uber,389.54,389.54,Travel
2023-03-30,"Kennedy, Arnold and Perez",78.18,78.18,Groceries
2023-03-31,Fletcher-Ramsey,55.82,55.82,Dining
