date,business_name,amount_of_deal,amount_paid,category
2023-01-02,Apple,504.04,504.04,Electronics
2023-01-03,Fernandez-Thompson,233.9,233.9,Electronics
2023-01-09,"Stokes, Wood and Coffey",287.99,144.0,Travel
2023-01-10,Nike,56.95,56.95,Clothing
2023-01-13,Delta Airlines,308.75,308.75,Travel
2023-01-16,Zara,50.65,50.65,Clothing
2023-01-19,IKEA,252.53,252.53,Home
2023-01-20,Nike,80.05,80.05,Clothing
2023-01-24,McDonald's,34.13,34.13,Dining
2023-01-27,Uber,279.76,279.76,Travel
2023-01-29,White PLC,80.42,80.42,Entertainment
2023-02-02,Price-Walter,30.43,30.43,Dining
2023-02-03,Delta Airlines,149.53,149.53,Travel
2023-02-07,Nunez LLC,19.62,19.62,Entertainment
2023-02-14,Starbucks,20.04,10.02,Dining
2023-02-16,Nelson-Mueller,75.28,75.28,Travel
2023-02-19,Barry-Williams,278.85,278.85,Electronics
2023-02-22,Apple,180.75,90.38,Electronics
2023-02-24,"Kane, Rocha and Santiago",27.61,27.61,Dining
2023-02-26,Adidas,111.42,111.42,Clothing
2023-02-27,IKEA,179.0,179.0,Home
2023-03-01,CVS,22.77,22.77,Health
2023-03-03,Target,99.71,99.71,Groceries
2023-03-07,Adidas,101.22,101.22,Clothing
2023-03-13,Mendoza Ltd,65.05,65.05,Entertainment
2023-03-16,Apple,307.95,307.95,Electronics
2023-03-17,Adidas,176.8,176.8,Clothing
2023-03-18,Adidas,54.19,54.19,Clothing
2023-03-19,H&M,105.84,105.84,Clothing
2023-03-20,Delta Airlines,494.47,494.47,Travel
2023-03-26,H&M,59.72,19.91,Clothing
2023-03-28,McDonald's,54.68,54.68,Dining
2023-03-29,McDonald's,33.04,33.04,Dining
2023-03-30,Target,146.69,146.69,Groceries
2023-03-31,IKEA,60.05,60.05,Home
