date,business_name,amount_of_deal,amount_paid,category
2023-01-04,Apple,330.06,330.06,Electronics
2023-01-05,Adidas,34.87,34.87,Clothing
2023-01-11,White Ltd,136.79,45.6,Groceries
2023-01-12,Starbucks,15.69,15.69,Dining
2023-01-15,Jordan Ltd,54.81,54.81,Health
2023-01-22,Martin and Sons,372.99,124.33,Home
2023-01-30,Delta Airlines,186.56,62.19,Travel
2023-02-04,Adidas,192.95,192.95,Clothing
2023-02-10,Nike,128.62,128.62,Clothing
2023-02-13,Apple,690.39,690.39,Electronics
2023-02-15,Amazon,800.24,800.24,Electronics
2023-02-18,Walgreens,74.04,37.02,Health
2023-02-19,Rivera Group,454.59,454.59,Travel
2023-02-20,Garza Inc,434.87,434.87,Travel
2023-02-22,Starbucks,46.23,46.23,Dining
2023-02-25,Uber,139.03,139.03,Travel
2023-02-26,Apple,466.21,466.21,Electronics
2023-02-27,CVS,94.9,94.9,Health
2023-03-07,Walmart,40.91,40.91,Groceries
2023-03-08,Nike,102.69,102.69,Clothing
2023-03-09,Nike,96.41,96.41,Clothing
2023-03-10,Walmart,125.61,125.61,Groceries
2023-03-12,Uber,356.56,356.56,Travel
2023-03-13,Walmart,111.82,111.82,Groceries
2023-03-14,Walgreens,62.98,62.98,Health
2023-03-15,Delta Airlines,217.82,72.61,Travel
2023-03-22,"Thomas, Navarro and Delgado",897.68,897.68,Electronics
2023-03-23,IKEA,198.75,198.75,Home
2023-03-25,Dixon-Craig,357.15,357.15,Travel
2023-03-27,Walgreens,58.6,58.6,Health
2023-03-29,Nike,149.9,149.9,Clothing
2023-03-30,Apple,528.58,528.58,Electronics
