date,income,expense,balance,description
2023-01-02,0.0,102.6,8841.26,Bill Payment
2023-01-03,0.0,122.12,8719.14,ATM Withdrawal
2023-01-04,6545.1,0.0,15264.24,Salary
2023-01-04,0.0,85.68,15178.56,ATM Withdrawal
2023-01-17,0.0,149.02,15029.54,Bill Payment
2023-01-18,0.0,95.67,14933.87,Loan Payment
2023-01-21,3.91,0.0,14937.78,Interest Payment
2023-01-23,0.0,142.5,14795.28,ATM Withdrawal
2023-01-28,0.0,1965.23,23801.47,Credit Card Payment
2023-01-29,0.0,58.39,14736.89,ATM Withdrawal
2023-01-31,0.0,115.21,14621.68,Bill Payment
2023-02-03,0.0,109.5,14512.18,Bill Payment
2023-02-04,6311.58,0.0,20823.76,Salary
2023-02-09,0.0,84.71,20739.05,Bill Payment
2023-02-14,0.0,98.57,20640.48,Bill Payment
2023-02-17,0.0,89.47,20551.01,ATM Withdrawal
2023-02-21,3.07,0.0,20554.08,Interest Payment
2023-02-21,0.0,96.94,20457.14,Bill Payment
2023-02-25,0.0,24.85,20432.29,Bill Payment
2023-02-26,0.0,116.75,20315.54,Wire Transfer
2023-02-27,0.0,71.54,20244.0,Wire Transfer
2023-02-28,0.0,1102.1,22699.37,Credit Card Payment
2023-03-04,6319.38,0.0,26563.38,Salary
2023-03-05,0.0,105.01,26458.37,ATM Withdrawal
2023-03-06,0.0,129.52,26328.85,Bill Payment
2023-03-14,0.0,125.68,26203.17,Bill Payment
2023-03-16,0.0,37.86,26165.31,ATM Withdrawal
2023-03-19,0.0,106.56,26058.75,Bill Payment
2023-03-20,0.0,118.27,25940.48,ATM Withdrawal
2023-03-21,9.7,0.0,25950.18,Interest Payment
2023-03-22,0.0,35.17,25915.01,ATM Withdrawal
2023-03-26,0.0,48.7,25866.31,ATM Withdrawal
2023-03-28,0.0,3181.23,19518.14,Credit Card Payment
2023-03-31,0.0,99.61,25766.7,ATM Withdrawal
2023-04-28,0.0,406.95,19111.19,Credit Card Payment
2023-05-28,0.0,333.43,18777.76,Credit Card Payment
